date,grid_id,LST_mean,LST_max
2023-06-01,59,37.7,49.800000000000004
2023-06-01,60,37.8,46.199999999999996
2023-06-01,61,26.8,37.5
2023-06-01,62,36.0,50.3
2023-06-01,63,35.1,47.7
2023-06-01,64,18.7,25.0
2023-06-01,65,44.4,51.6
2023-06-01,66,41.2,51.300000000000004
2023-06-01,67,32.9,47.2
2023-06-01,68,18.6,30.0
2023-06-01,69,21.2,32.9
2023-06-01,70,39.2,45.0
2023-06-01,71,22.5,27.8
2023-06-01,72,38.2,49.400000000000006
2023-06-01,73,37.7,51.1
2023-06-01,74,21.2,35.4
2023-06-01,75,21.0,27.9
2023-06-01,76,27.0,37.7
2023-06-01,77,27.7,34.2
2023-06-01,78,44.9,55.5
2023-06-01,79,32.6,46.3
2023-06-01,80,16.9,28.7
2023-06-01,81,40.0,51.1
2023-06-01,82,34.6,44.0
2023-06-01,83,31.8,38.6
2023-06-01,84,44.4,57.2
2023-06-01,85,26.7,33.5
2023-06-01,86,36.1,45.3
2023-06-01,87,34.2,41.6
2023-06-01,88,22.2,36.0
2023-06-01,89,23.5,33.5
2023-06-01,90,27.5,39.6
2023-06-01,91,31.8,38.5
2023-06-01,92,38.3,46.599999999999994
2023-06-01,93,15.8,27.0
2023-06-01,94,44.1,56.5
2023-06-01,95,37.3,51.199999999999996
2023-06-01,96,39.9,50.8
2023-06-01,97,15.7,28.299999999999997
2023-06-01,98,18.1,24.8
2023-06-01,99,23.2,29.7
2023-06-01,100,16.9,31.2
2023-06-01,101,39.8,46.0
2023-06-01,102,28.7,36.2
2023-06-01,103,35.2,45.0
2023-06-01,104,44.7,50.5
2023-06-01,105,16.0,31.0
2023-06-01,106,22.1,30.0
2023-06-01,107,38.3,49.9
2023-06-01,108,19.1,24.200000000000003
2023-06-01,109,30.3,36.4
2023-06-01,110,18.5,26.5
2023-06-01,111,38.5,46.0
2023-06-01,112,40.2,50.400000000000006
2023-06-01,113,25.0,36.0
2023-06-01,114,15.6,21.1
2023-06-01,115,32.3,37.3
2023-06-01,116,32.0,42.0
2023-06-01,117,21.8,33.6
2023-06-01,118,24.0,36.3
2023-06-01,119,22.0,33.2
2023-06-01,120,25.8,35.1
2023-06-01,121,17.0,28.0
2023-06-01,122,26.7,38.1
2023-06-01,123,25.1,32.6
2023-06-01,124,37.1,43.6
2023-06-01,125,23.0,33.7
2023-06-01,126,43.9,51.699999999999996
2023-06-01,127,20.2,25.299999999999997
2023-06-01,128,25.1,31.3
2023-06-01,129,44.3,55.3
2023-06-01,130,35.0,44.6
2023-06-01,131,20.6,26.1
2023-06-01,132,17.8,28.200000000000003
2023-06-01,133,21.1,33.8
2023-06-01,134,20.5,34.3
2023-06-01,135,38.2,48.800000000000004
2023-06-01,136,42.3,53.199999999999996
2023-06-01,137,27.3,36.3
2023-06-01,138,42.1,54.2
2023-06-01,139,36.4,41.4
2023-06-01,140,37.3,49.699999999999996
2023-06-01,141,36.3,45.5
2023-06-01,142,19.6,31.1
2023-06-01,143,38.7,52.900000000000006
2023-06-01,144,19.7,34.7
2023-06-01,145,20.7,28.6
2023-06-01,146,29.8,37.1
2023-06-01,147,20.2,31.299999999999997
2023-06-01,148,26.5,36.8
2023-06-01,149,35.8,45.0
2023-06-01,150,44.0,54.2
2023-06-01,151,28.6,40.1
2023-06-01,152,39.4,44.5
2023-06-01,153,28.7,37.3
2023-06-01,154,20.5,32.9
2023-06-01,155,32.5,40.4
2023-06-01,156,18.5,29.0
2023-06-01,157,24.8,33.6
2023-06-01,158,43.2,52.0
2023-06-01,159,36.5,46.3
2023-06-01,160,42.2,54.7
2023-06-01,161,28.3,40.8
2023-06-01,162,32.8,41.699999999999996
2023-06-01,163,20.0,27.1
2023-06-01,164,23.7,37.2
2023-06-01,165,36.7,47.400000000000006
2023-06-01,166,21.6,32.5
2023-06-01,167,20.2,29.6
2023-06-01,168,35.1,48.900000000000006
2023-06-01,169,18.9,29.7
2023-06-01,170,37.4,47.7
2023-06-01,171,20.9,34.5
2023-06-01,172,19.3,25.200000000000003
2023-06-01,173,30.0,41.7
2023-06-01,174,30.7,36.8
2023-06-01,175,40.4,54.099999999999994
2023-06-01,176,18.8,32.6
2023-06-01,177,40.8,53.0
2023-06-01,178,18.7,33.2
2023-06-01,179,42.6,50.6
2023-06-01,180,29.9,41.2
2023-06-01,181,42.2,48.300000000000004
2023-06-01,182,26.6,39.2
2023-06-01,183,30.7,39.9
2023-06-01,184,38.0,52.3
2023-06-01,185,28.6,41.6
2023-06-01,186,32.8,44.5
2023-06-01,187,15.1,20.9
2023-06-01,188,26.5,38.1
2023-06-01,189,38.2,45.400000000000006
2023-06-01,190,23.1,29.200000000000003
2023-06-01,191,36.4,46.3
2023-06-01,192,37.0,42.7
2023-06-01,193,30.7,37.9
2023-06-01,194,40.1,52.2
2023-06-01,195,42.8,54.3
2023-06-01,196,19.0,25.4
2023-06-01,197,27.2,33.6
2023-06-01,198,30.5,36.7
2023-06-01,199,37.3,49.3
2023-06-01,200,33.7,41.6
2023-06-01,201,27.0,35.1
2023-06-01,202,38.5,52.4
2023-06-01,203,29.1,43.5
2023-06-01,204,32.2,41.300000000000004
2023-06-01,205,26.1,35.8
2023-06-01,206,27.9,33.8
2023-06-01,207,39.3,53.599999999999994
2023-06-01,208,16.0,24.4
2023-06-01,209,36.2,42.5
2023-06-01,210,18.6,24.8
2023-06-01,211,40.4,51.4
2023-06-01,212,29.8,39.9
2023-06-01,213,33.9,40.3
2023-06-01,214,33.6,47.8
2023-06-01,215,32.8,40.199999999999996
2023-06-01,216,18.7,29.0
2023-06-01,217,18.1,28.0
2023-06-01,218,15.3,28.3
2023-06-01,219,31.5,43.8
2023-06-01,220,33.8,42.599999999999994
2023-06-01,221,36.5,44.4
2023-06-01,222,30.1,43.400000000000006
2023-06-01,223,21.6,34.5
2023-06-01,224,32.0,40.2
2023-06-01,225,28.2,41.9
2023-06-01,226,31.6,41.7
2023-06-01,227,37.9,43.3
2023-06-01,228,41.5,55.3
2023-06-01,229,24.5,32.1
2023-06-01,230,25.4,38.5
2023-06-01,231,15.3,20.5
2023-06-01,232,30.9,36.0
2023-06-01,233,34.4,46.7
2023-06-01,234,30.2,36.3
2023-06-01,235,30.0,41.0
2023-06-01,236,35.1,44.2
2023-06-01,237,32.1,42.900000000000006
2023-06-01,238,15.5,24.9
2023-06-01,239,42.6,49.300000000000004
2023-06-01,240,37.7,44.900000000000006
2023-06-01,241,41.1,51.8
2023-06-01,242,22.4,37.0
2023-06-01,243,37.2,42.7
2023-06-01,244,21.6,32.5
2023-06-01,245,39.6,48.2
2023-06-01,246,15.5,21.5
2023-06-01,247,37.5,49.1
2023-06-01,248,15.0,25.7
2023-06-01,249,41.2,47.6
2023-06-01,250,28.7,34.9
2023-06-01,251,34.1,46.400000000000006
2023-06-01,252,15.6,25.1
2023-06-01,253,21.2,29.7
2023-06-01,254,30.5,40.1
2023-06-01,255,34.6,40.300000000000004
2023-06-01,256,23.6,36.6
2023-06-01,257,19.0,27.1
2023-06-01,258,35.3,46.5
2023-06-01,259,29.9,44.4
2023-06-01,260,33.1,40.0
2023-06-01,261,40.8,51.099999999999994
2023-06-01,262,24.0,38.8
2023-06-01,263,40.4,51.4
2023-06-01,264,20.0,33.7
2023-06-01,265,44.2,52.400000000000006
2023-06-01,266,24.1,34.1
2023-06-01,267,17.8,32.1
2023-06-01,268,30.5,43.8
2023-06-01,269,35.8,46.099999999999994
2023-06-01,270,43.3,57.3
2023-06-01,271,15.3,22.5
2023-06-01,272,18.1,33.0
2023-06-01,273,15.8,26.4
2023-06-01,274,35.1,42.7
2023-06-01,275,38.4,50.0
2023-06-01,276,43.8,57.5
2023-06-01,277,29.8,42.6
2023-06-01,278,33.1,45.900000000000006
2023-06-01,279,39.2,51.900000000000006
2023-06-01,280,18.4,29.599999999999998
2023-06-01,281,42.7,48.7
2023-06-01,282,17.8,28.5
2023-06-01,283,15.4,24.700000000000003
2023-06-01,284,24.0,37.0
2023-06-01,285,43.7,50.0
2023-06-01,286,21.6,30.200000000000003
2023-06-01,287,37.6,47.2
2023-06-01,288,23.2,35.9
2023-06-01,289,22.4,32.7
2023-06-01,290,26.9,38.7
2023-06-01,291,29.3,38.3
2023-06-01,292,18.5,30.3
2023-06-01,293,24.9,38.5
2023-06-01,294,33.0,41.7
2023-06-01,295,24.9,37.0
2023-06-01,296,34.8,46.4
2023-06-01,297,43.7,52.2
2023-06-01,298,38.3,50.8
2023-06-01,299,29.9,38.9
2023-06-01,300,15.3,21.8
2023-06-01,301,28.2,34.0
2023-06-01,302,16.0,22.8
2023-06-01,303,36.3,41.699999999999996
2023-06-01,304,44.2,54.5
2023-06-01,305,18.4,24.799999999999997
2023-06-01,306,32.7,41.800000000000004
2023-06-01,307,19.9,34.7
2023-06-01,308,34.8,48.3
2023-06-01,309,25.1,32.7
2023-06-01,310,45.0,51.7
2023-06-01,311,26.1,40.7
2023-06-01,312,28.9,38.2
2023-06-01,313,22.7,30.2
2023-06-01,314,37.9,47.9
2023-06-01,315,20.4,30.9
2023-06-01,316,39.3,47.5
2023-06-01,317,34.1,46.1
2023-06-01,318,38.6,46.4
2023-06-01,319,37.5,51.7
2023-06-01,320,26.4,35.5
2023-06-01,321,43.3,54.4
2023-06-01,322,32.0,42.8
2023-06-01,323,38.2,46.0
2023-06-01,324,35.2,44.2
2023-06-01,325,28.2,40.6
2023-06-01,326,29.2,34.6
2023-06-01,327,20.6,31.700000000000003
2023-06-01,328,28.0,41.2
2023-06-01,329,43.5,56.2
2023-06-01,330,34.8,46.0
2023-06-01,331,44.8,53.699999999999996
2023-06-01,332,31.8,39.7
2023-06-01,333,24.5,35.5
2023-06-01,334,29.3,43.5
2023-06-01,335,38.5,44.9
2023-06-01,336,40.1,47.2
2023-06-01,337,32.8,47.099999999999994
2023-06-01,338,20.4,34.5
2023-06-01,339,28.0,40.9
2023-06-01,340,22.6,32.2
2023-06-01,341,36.7,48.400000000000006
2023-06-01,342,22.6,30.8
2023-06-01,343,15.6,23.2
2023-06-01,344,19.1,25.3
2023-06-01,345,38.3,48.199999999999996
2023-06-01,346,37.6,49.3
2023-06-01,347,35.9,47.0
2023-06-01,348,31.3,38.3
2023-06-01,349,23.2,37.8
2023-06-01,350,20.4,35.4
2023-06-01,351,25.9,38.8
2023-06-01,352,32.4,38.699999999999996
2023-06-01,353,25.4,38.9
2023-06-01,354,30.1,44.5
2023-06-01,355,41.7,47.900000000000006
2023-06-01,356,40.2,49.5
2023-06-01,357,24.1,38.1
2023-06-01,358,30.6,43.1
2023-06-01,359,22.3,27.9
2023-06-01,360,26.1,35.2
2023-06-01,361,21.0,30.2
2023-06-01,362,22.0,32.3
2023-06-01,363,37.2,48.2
2023-06-01,364,40.8,52.699999999999996
2023-06-01,365,25.8,32.0
2023-06-01,366,20.3,32.4
2023-06-01,367,39.0,44.9
2023-06-01,368,33.2,42.800000000000004
2023-06-01,369,28.2,40.0
2023-06-01,370,16.6,23.200000000000003
2023-06-01,371,20.4,32.5
2023-06-01,372,40.2,46.6
2023-06-01,373,37.5,47.5
2023-06-01,374,29.0,40.1
2023-06-01,375,30.5,42.4
2023-06-01,376,22.7,29.799999999999997
2023-06-01,377,30.7,44.3
2023-06-01,378,44.5,52.2
2023-06-01,379,19.4,29.299999999999997
2023-06-01,380,17.8,25.700000000000003
2023-06-01,381,42.2,50.800000000000004
2023-06-01,382,25.6,39.8
2023-06-01,383,34.9,45.099999999999994
2023-06-01,384,15.1,27.4
2023-06-01,385,35.9,46.4
2023-06-01,386,43.7,53.0
2023-06-01,387,19.1,24.3
2023-06-01,388,40.2,50.0
2023-06-01,389,31.5,42.2
2023-06-01,390,27.1,35.7
2023-06-01,391,28.6,39.6
2023-06-01,392,37.8,51.9
2023-06-01,393,29.2,36.5
2023-06-01,394,28.7,42.4
2023-06-01,395,31.7,42.8
2023-06-01,396,35.2,45.900000000000006
2023-06-01,397,16.1,22.1
2023-06-01,398,40.8,49.0
2023-06-01,399,24.6,37.3
2023-06-01,400,29.1,38.2
2023-06-01,401,29.3,41.2
2023-06-01,402,16.6,25.200000000000003
2023-06-01,403,24.8,35.9
2023-06-01,404,30.0,41.2
2023-06-01,405,26.9,36.599999999999994
2023-06-01,406,34.2,47.900000000000006
2023-06-01,407,15.6,30.1
2023-06-01,408,32.1,37.1
2023-06-01,409,44.8,50.599999999999994
2023-06-01,410,30.5,37.4
2023-06-01,411,36.2,43.5
2023-06-01,412,34.0,40.2
2023-06-01,413,28.9,40.0
2023-06-01,414,35.3,43.0
2023-06-01,415,38.9,47.3
2023-06-01,416,19.9,33.0
2023-06-01,417,21.0,30.2
2023-06-01,418,32.6,37.6
2023-06-01,419,22.7,29.9
2023-06-01,420,33.4,38.8
2023-06-01,421,34.0,41.7
2023-06-01,422,18.4,32.0
2023-06-01,423,29.5,42.3
2023-06-01,424,26.6,37.1
2023-06-01,425,37.2,43.2
2023-06-01,426,30.7,37.2
2023-06-01,427,21.8,29.8
2023-06-01,428,21.9,27.099999999999998
2023-06-01,429,24.2,35.0
2023-06-01,430,19.7,28.299999999999997
2023-06-01,431,25.9,36.3
2023-06-01,432,36.3,42.9
2023-06-01,433,26.8,35.0
2023-06-01,434,28.2,36.7
2023-06-01,435,32.3,40.099999999999994
2023-06-01,436,26.5,39.1
2023-06-01,437,27.4,36.7
2023-06-01,438,19.8,27.3
2023-06-01,439,27.5,37.4
2023-06-01,440,27.1,41.3
2023-06-01,441,20.0,32.6
2023-06-01,442,40.6,54.5
2023-06-01,443,40.6,47.2
2023-06-01,444,31.7,42.3
2023-06-01,445,23.2,32.7
2023-06-01,446,36.7,48.7
2023-06-01,447,42.6,52.8
2023-06-01,448,39.3,51.5
2023-06-01,449,26.1,32.2
2023-06-01,450,15.2,24.4
2023-06-01,451,29.4,34.699999999999996
2023-06-01,452,38.9,51.3
2023-06-01,453,37.9,52.3
2023-06-01,454,41.8,54.0
2023-06-01,455,30.0,42.8
2023-06-01,456,22.9,34.8
2023-06-01,457,32.5,42.5
2023-06-01,458,32.2,44.7
2023-06-01,459,17.0,31.6
2023-06-01,460,20.4,34.7
2023-06-01,461,36.0,47.6
2023-06-01,462,17.2,25.1
2023-06-01,463,40.8,46.3
2023-06-01,464,29.9,36.699999999999996
2023-06-01,465,27.7,32.9
2023-06-01,466,40.5,54.5
2023-06-01,467,18.1,25.5
2023-06-01,468,27.6,35.900000000000006
2023-06-01,469,44.4,59.3
2023-06-01,470,27.4,35.5
2023-06-01,471,39.2,50.6
2023-06-01,472,38.7,51.1
2023-06-01,473,29.4,39.099999999999994
2023-06-01,474,34.8,46.099999999999994
2023-06-01,475,34.7,44.5
2023-06-01,476,32.0,42.3
2023-06-01,477,20.9,27.299999999999997
2023-06-01,478,29.8,43.8
2023-06-01,479,19.0,32.0
2023-06-01,480,20.2,32.2
2023-06-01,481,25.2,30.7
2023-06-01,482,35.7,48.7
2023-06-01,483,44.0,51.8
2023-06-01,484,41.4,51.2
2023-06-01,485,21.9,28.299999999999997
2023-06-01,486,16.9,27.4
2023-06-01,487,28.2,41.9
2023-06-01,488,42.0,48.8
2023-06-01,489,18.1,30.700000000000003
2023-06-01,490,42.6,57.400000000000006
2023-06-01,491,28.3,33.3
2023-06-01,492,19.9,32.2
2023-06-01,493,41.2,49.300000000000004
2023-06-01,494,17.6,24.6
2023-06-01,495,15.8,29.0
2023-06-01,496,38.3,47.3
2023-06-01,497,29.7,35.6
2023-06-01,498,18.3,32.6
2023-06-01,499,30.3,40.6
2023-06-01,500,31.3,42.0
2023-06-01,501,23.8,28.9
2023-06-01,502,40.3,45.9
2023-06-01,503,38.8,50.4
2023-06-01,504,38.4,51.8
2023-06-01,505,26.0,37.7
2023-06-01,506,20.0,32.7
2023-06-01,507,36.5,50.2
2023-06-01,508,24.0,30.3
2023-06-01,509,37.5,47.3
2023-06-01,510,38.3,47.099999999999994
2023-06-01,511,43.3,54.199999999999996
2023-06-01,512,28.8,38.7
2023-06-01,513,22.4,32.099999999999994
2023-06-01,514,25.1,36.7
2023-06-01,515,35.3,44.099999999999994
2023-06-01,516,19.9,34.8
2023-06-01,517,25.9,35.099999999999994
2023-06-01,518,15.3,22.3
2023-06-01,519,34.0,48.2
2023-06-01,520,42.7,52.900000000000006
2023-06-01,521,35.7,44.2
2023-06-01,522,22.6,36.5
2023-06-01,523,31.2,44.9
2023-06-01,524,32.2,40.0
2023-06-01,525,40.6,50.8
2023-06-01,526,16.2,23.5
2023-06-01,527,23.1,35.3
2023-06-01,528,38.3,52.099999999999994
2023-06-01,529,16.0,27.0
2023-06-01,530,30.7,40.1
2023-06-01,531,17.6,32.3
2023-06-01,532,35.4,48.4
2023-06-01,533,27.8,42.4
2023-06-01,534,33.8,43.699999999999996
2023-06-01,535,42.1,53.3
2023-06-01,536,43.2,57.0
2023-06-01,537,33.1,42.0
2023-06-01,538,43.7,56.5
2023-06-01,539,39.1,52.0
2023-06-01,540,43.8,54.699999999999996
2023-06-01,541,23.2,35.0
2023-06-01,542,44.2,50.800000000000004
2023-06-01,543,41.2,54.2
2023-06-01,544,25.9,34.599999999999994
2023-06-01,545,24.0,30.7
2023-06-01,546,36.9,50.5
2023-06-01,547,19.6,34.0
2023-06-01,548,33.1,48.1
2023-06-01,549,44.5,58.4
2023-06-01,550,35.4,49.599999999999994
2023-06-01,551,37.5,50.1
2023-06-01,552,32.5,44.9
2023-06-01,553,23.1,37.7
2023-06-01,554,27.5,40.8
2023-06-01,555,26.5,32.8
2023-06-01,556,20.0,31.0
2023-06-01,557,18.6,26.700000000000003
2023-06-01,558,21.0,28.5
2023-06-01,559,17.8,27.3
2023-06-01,560,42.3,52.3
2023-06-01,561,44.0,51.3
2023-06-01,562,36.5,48.8
2023-06-01,563,22.4,29.599999999999998
2023-06-01,564,28.8,42.3
2023-06-01,565,24.0,32.5
2023-06-01,566,28.5,41.0
2023-06-01,567,26.8,39.7
2023-06-01,568,16.9,31.599999999999998
2023-06-01,569,41.0,55.5
2023-06-01,570,22.9,32.7
2023-06-01,571,35.6,44.400000000000006
2023-06-01,572,43.7,52.6
2023-06-01,573,34.0,47.4
2023-06-01,574,17.3,22.4
2023-06-01,575,33.2,38.900000000000006
2023-06-01,576,18.9,33.0
2023-06-01,577,39.4,45.3
2023-06-01,578,26.8,36.5
2023-06-01,579,30.5,39.4
2023-06-01,580,18.2,33.1
2023-06-01,581,34.8,47.5
2023-06-01,582,16.7,26.299999999999997
2023-06-01,583,31.5,36.8
2023-06-01,584,19.0,24.6
2023-06-01,585,43.9,57.4
2023-06-01,586,27.8,33.8
2023-06-01,587,25.9,32.4
2023-06-01,588,24.6,38.3
2023-06-01,589,39.4,52.4
2023-06-01,590,26.1,34.0
2023-06-01,591,27.0,37.9
2023-06-01,592,23.9,33.599999999999994
2023-06-01,593,25.8,36.1
2023-06-01,594,19.6,24.900000000000002
2023-06-01,595,42.8,53.3
2023-06-01,596,41.4,52.599999999999994
2023-06-01,597,20.0,32.5
2023-06-01,598,43.3,51.8
2023-06-01,599,15.8,27.200000000000003
2023-06-01,600,41.6,50.1
2023-06-01,601,22.8,34.0
2023-06-01,602,41.4,51.9
2023-06-01,603,34.1,48.2
2023-06-01,604,23.4,31.5
2023-06-01,605,38.0,46.1
2023-06-01,606,42.1,52.2
2023-06-01,607,21.1,33.1
2023-06-01,608,34.1,40.4
2023-06-01,609,36.0,50.6
2023-06-01,610,18.7,32.1
2023-06-01,611,41.0,52.9
2023-06-01,612,19.8,29.700000000000003
2023-06-01,613,34.2,42.0
2023-06-01,614,19.7,27.299999999999997
2023-06-01,615,23.0,28.0
2023-06-01,616,24.0,31.1
2023-06-01,617,30.2,36.3
2023-06-01,618,16.0,21.5
2023-06-01,619,18.0,30.5
2023-06-01,620,43.3,58.199999999999996
2023-06-01,621,26.3,34.9
2023-06-01,622,15.5,24.3
2023-06-01,623,29.9,36.3
2023-06-01,624,28.7,33.9
2023-06-01,625,25.8,33.2
2023-06-01,626,30.6,44.900000000000006
2023-06-01,627,38.1,46.5
2023-06-01,628,18.5,29.8
2023-06-01,629,20.9,31.9
2023-06-01,630,31.6,43.400000000000006
2023-06-01,631,41.0,49.4
2023-06-01,632,38.3,44.4
2023-06-01,633,18.8,27.6
2023-06-01,634,30.2,41.3
2023-06-01,635,35.4,45.2
2023-06-01,636,35.9,45.9
2023-06-01,637,16.1,26.400000000000002
2023-06-01,638,23.2,37.2
2023-06-01,639,32.5,42.0
2023-06-01,640,27.8,39.4
2023-06-01,641,44.0,52.8
2023-06-01,642,27.3,39.1
2023-06-01,643,15.9,27.4
2023-06-01,644,43.8,58.0
2023-06-01,645,32.6,40.6
2023-06-01,646,35.3,50.3
2023-06-01,647,42.6,54.5
2023-06-01,648,21.3,30.4
2023-06-01,649,34.9,41.6
2023-06-01,650,17.7,25.2
2023-06-01,651,39.4,48.5
2023-06-01,652,38.3,53.099999999999994
2023-06-01,653,17.7,25.299999999999997
2023-06-01,654,22.4,30.2
2023-06-01,655,31.0,41.1
2023-06-01,656,24.4,34.9
2023-06-01,657,24.5,32.5
2023-06-01,658,43.2,52.0
2023-06-01,659,21.9,36.5
2023-06-01,660,25.7,36.2
2023-06-01,661,18.6,25.900000000000002
2023-06-01,662,42.3,52.699999999999996
2023-06-01,663,31.8,46.3
2023-06-01,664,21.3,27.5
2023-06-01,665,16.8,31.5
2023-06-01,666,15.6,29.7
2023-06-01,667,20.6,27.1
2023-06-01,668,26.3,33.5
2023-06-01,669,28.4,40.9
2023-06-01,670,17.6,32.5
2023-06-01,671,34.5,46.6
2023-06-01,672,23.5,32.3
2023-06-01,673,39.6,54.1
2023-06-01,674,42.3,50.599999999999994
2023-06-01,675,26.6,38.400000000000006
2023-06-01,676,39.9,48.2
2023-06-01,677,25.3,30.8
2023-06-01,678,15.0,23.2
2023-06-01,679,33.4,46.7
2023-06-01,680,31.9,46.7
2023-06-01,681,17.4,27.599999999999998
2023-06-01,682,25.9,40.3
2023-06-01,683,33.0,47.1
2023-06-01,684,22.1,34.400000000000006
2023-06-01,685,39.5,50.9
2023-06-01,686,22.8,29.3
2023-06-01,687,15.3,28.6
2023-06-01,688,45.0,57.0
2023-06-01,689,15.9,28.700000000000003
2023-06-01,690,42.4,50.3
2023-06-01,691,29.1,37.0
2023-06-01,692,38.1,48.3
2023-06-01,693,35.4,41.1
2023-06-01,694,23.7,37.4
2023-06-01,695,40.0,48.3
2023-06-01,696,30.5,38.5
2023-06-01,697,37.1,44.1
2023-06-01,698,44.4,53.2
2023-06-01,699,40.8,46.4
2023-06-01,700,24.7,32.0
2023-06-01,701,21.8,27.4
2023-06-01,702,37.7,49.300000000000004
2023-06-01,703,18.1,24.1
2023-06-01,704,37.2,47.900000000000006
2023-06-01,705,41.3,46.4
2023-06-01,706,40.2,51.900000000000006
2023-06-01,707,16.5,29.5
2023-06-01,708,24.4,36.7
2023-06-01,709,40.5,46.8
2023-06-01,710,30.5,36.8
2023-06-01,711,15.2,27.0
2023-06-01,712,39.0,49.4
2023-06-01,713,18.9,27.4
2023-06-01,714,17.7,23.1
2023-06-01,715,22.7,32.9
2023-06-01,716,22.2,34.2
2023-06-01,717,27.5,39.0
2023-06-01,718,21.8,31.1
2023-06-01,719,41.8,51.699999999999996
2023-06-01,720,38.7,52.5
2023-06-01,721,21.9,32.5
2023-06-01,722,40.3,48.3
2023-06-01,723,32.3,41.5
2023-06-01,724,34.5,42.3
2023-06-01,725,17.7,24.9
2023-06-01,726,17.9,26.599999999999998
2023-06-01,727,42.8,55.3
2023-06-01,728,28.8,37.5
2023-06-01,729,26.1,40.5
2023-06-01,730,20.2,32.9
2023-06-01,731,27.4,33.0
2023-06-01,732,16.7,25.7
2023-06-01,733,17.8,30.5
2023-06-01,734,22.5,29.6
2023-06-01,735,28.6,37.2
2023-06-01,736,37.4,42.5
2023-06-01,737,21.4,26.9
2023-06-01,738,16.7,27.6
2023-06-01,739,20.5,32.7
2023-06-01,740,21.5,29.3
2023-06-01,741,16.7,29.5
2023-06-01,742,29.8,36.1
2023-06-01,743,38.4,53.0
2023-06-01,744,21.1,35.1
2023-06-01,745,23.9,36.9
2023-06-01,746,33.1,47.2
2023-06-01,747,35.2,48.400000000000006
2023-06-01,748,28.6,41.2
2023-06-01,749,29.1,38.5
2023-06-01,750,22.3,28.0
2023-06-01,751,18.3,33.2
2023-06-01,752,41.5,51.0
2023-06-01,753,30.0,36.4
2023-06-01,754,26.8,38.3
2023-06-01,755,32.8,45.4
2023-06-01,756,26.7,31.9
2023-06-01,757,22.7,34.9
2023-06-01,758,18.0,25.7
2023-06-01,759,43.3,54.0
2023-06-01,760,20.0,31.3
2023-06-01,761,26.4,37.3
2023-06-01,762,43.2,55.0
2023-06-01,763,28.4,37.7
2023-06-01,764,28.3,38.9
2023-06-01,765,42.7,57.5
2023-06-01,766,27.3,33.0
2023-06-01,767,40.0,45.4
2023-06-01,768,41.7,54.7
2023-06-01,769,36.2,42.6
2023-06-01,770,15.3,25.5
2023-06-01,771,23.3,33.2
2023-06-01,772,44.5,51.4
2023-06-01,773,34.0,47.4
2023-06-01,774,44.5,51.6
2023-06-01,775,20.9,27.9
2023-06-01,776,29.2,36.0
2023-06-01,777,44.8,56.199999999999996
2023-06-01,778,31.2,40.7
2023-06-01,779,18.7,24.799999999999997
2023-06-01,780,33.5,43.6
2023-06-01,781,43.9,49.1
2023-06-01,782,30.3,37.2
2023-06-01,783,17.7,30.299999999999997
2023-06-01,784,42.6,48.9
2023-06-01,785,27.0,32.9
2023-06-01,786,31.4,44.2
2023-06-01,787,25.8,39.8
2023-06-01,788,28.7,35.8
2023-06-01,789,18.2,24.5
