date,grid_id,HEM_daily
2023-06-01,202,26.6
2023-06-01,203,21.67
2023-06-01,204,60.42
2023-06-01,205,70.79
2023-06-01,206,18.52
2023-06-01,207,45.07
2023-06-01,208,75.93
2023-06-01,209,5.78
2023-06-01,210,56.04
2023-06-01,211,86.08
2023-06-01,212,6.89
2023-06-01,213,47.73
2023-06-01,214,97.53
2023-06-01,215,32.26
2023-06-01,216,26.5
2023-06-01,217,34.39
2023-06-01,218,60.19
2023-06-01,219,68.04
2023-06-01,220,39.89
2023-06-01,221,70.47
2023-06-01,222,50.41
2023-06-01,223,91.31
2023-06-01,224,96.11
2023-06-01,225,20.96
2023-06-01,226,91.94
2023-06-01,227,72.63
2023-06-01,228,24.53
2023-06-01,229,55.06
2023-06-01,230,16.72
2023-06-01,231,97.07
2023-06-01,232,55.0
2023-06-01,233,72.54
2023-06-01,234,70.32
2023-06-01,235,21.56
2023-06-01,236,4.98
2023-06-01,237,59.35
2023-06-01,238,87.61
2023-06-01,239,32.06
2023-06-01,240,65.89
2023-06-01,241,98.76
2023-06-01,242,97.51
2023-06-01,243,7.17
2023-06-01,244,52.32
2023-06-01,245,80.47
2023-06-01,246,28.68
2023-06-01,247,38.11
2023-06-01,248,51.81
2023-06-01,249,98.83
2023-06-01,250,44.99
2023-06-01,251,30.57
2023-06-01,252,48.79
2023-06-01,253,95.88
2023-06-01,254,14.99
2023-06-01,255,77.9
2023-06-01,256,39.13
2023-06-01,257,58.7
2023-06-01,258,58.0
2023-06-01,259,82.8
2023-06-01,260,26.71
2023-06-01,261,91.51
2023-06-01,262,84.92
2023-06-01,263,94.21
2023-06-01,264,28.76
2023-06-01,265,43.14
2023-06-01,266,1.67
2023-06-01,267,17.47
2023-06-01,268,55.69
2023-06-01,269,33.99
2023-06-01,270,29.06
2023-06-01,271,28.63
2023-06-01,272,4.19
2023-06-01,273,34.34
2023-06-01,274,69.9
2023-06-01,275,84.22
2023-06-01,276,62.1
2023-06-01,277,30.17
2023-06-01,278,0.6
2023-06-01,279,96.95
2023-06-01,280,35.6
2023-06-01,281,47.15
2023-06-01,282,89.13
2023-06-01,283,65.57
2023-06-01,284,52.44
2023-06-01,285,50.4
2023-06-01,286,17.14
2023-06-01,287,60.34
2023-06-01,288,5.54
2023-06-01,289,95.7
2023-06-01,290,52.46
2023-06-01,291,27.89
2023-06-01,292,17.95
2023-06-01,293,65.05
2023-06-01,294,66.29
2023-06-01,295,83.58
2023-06-01,296,60.53
2023-06-01,297,48.33
2023-06-01,298,12.09
2023-06-01,299,31.34
2023-06-01,300,67.33
2023-06-01,301,33.54
2023-06-01,302,69.58
2023-06-01,303,7.19
2023-06-01,304,29.8
2023-06-01,305,78.58
2023-06-01,306,77.02
2023-06-01,307,14.81
2023-06-01,308,98.16
2023-06-01,309,15.4
2023-06-01,310,48.14
2023-06-01,311,84.37
2023-06-01,312,15.37
2023-06-01,313,89.33
2023-06-01,314,44.41
2023-06-01,315,54.97
2023-06-01,316,82.45
2023-06-01,317,97.47
2023-06-01,318,82.94
2023-06-01,319,55.49
2023-06-01,320,65.48
2023-06-01,321,43.9
2023-06-01,322,96.76
2023-06-01,323,65.3
2023-06-01,324,43.88
2023-06-01,325,26.19
2023-06-01,326,62.46
2023-06-01,327,23.11
2023-06-01,328,37.75
2023-06-01,329,64.93
2023-06-01,330,75.33
2023-06-01,331,84.86
2023-06-01,332,16.86
2023-06-01,333,40.0
2023-06-01,334,10.18
2023-06-01,335,19.68
2023-06-01,336,42.21
2023-06-01,337,87.85
2023-06-01,338,64.61
2023-06-01,339,79.17
2023-06-01,340,34.43
2023-06-01,341,58.24
2023-06-01,342,73.34
2023-06-01,343,18.55
2023-06-01,344,63.27
2023-06-01,345,42.06
2023-06-01,346,45.0
2023-06-01,347,60.35
2023-06-01,348,50.21
2023-06-01,349,28.7
2023-06-01,350,65.89
2023-06-01,351,92.68
2023-06-01,352,56.27
2023-06-01,353,88.11
2023-06-01,354,1.1
2023-06-01,355,37.58
2023-06-01,356,84.42
2023-06-01,357,46.71
2023-06-01,358,73.73
2023-06-01,359,70.66
2023-06-01,360,92.4
2023-06-01,361,11.21
2023-06-01,362,51.28
2023-06-01,363,50.3
2023-06-01,364,22.45
2023-06-01,365,92.86
2023-06-01,366,2.0
2023-06-01,367,8.49
2023-06-01,368,20.34
2023-06-01,369,82.82
2023-06-01,370,34.34
2023-06-01,371,37.5
2023-06-01,372,2.95
2023-06-01,373,71.2
2023-06-01,374,99.81
2023-06-01,375,67.65
2023-06-01,376,77.89
2023-06-01,377,31.61
2023-06-01,378,58.52
2023-06-01,379,25.13
2023-06-01,380,2.3
2023-06-01,381,81.86
2023-06-01,382,45.87
2023-06-01,383,32.93
2023-06-01,384,77.17
2023-06-01,385,74.9
2023-06-01,386,28.36
2023-06-01,387,67.07
2023-06-01,388,29.2
2023-06-01,389,69.66
2023-06-01,390,79.4
2023-06-01,391,93.49
2023-06-01,392,60.31
2023-06-01,393,86.24
2023-06-01,394,4.13
2023-06-01,395,98.66
2023-06-01,396,2.06
2023-06-01,397,68.89
2023-06-01,398,48.57
2023-06-01,399,15.14
2023-06-01,400,57.28
2023-06-01,401,82.09
2023-06-01,402,85.27
2023-06-01,403,28.92
2023-06-01,404,94.13
2023-06-01,405,4.28
2023-06-01,406,27.28
2023-06-01,407,27.17
2023-06-01,408,99.13
2023-06-01,409,16.16
2023-06-01,410,37.39
2023-06-01,411,18.55
2023-06-01,412,27.42
2023-06-01,413,47.58
2023-06-01,414,11.31
2023-06-01,415,74.01
2023-06-01,416,68.24
2023-06-01,417,21.82
2023-06-01,418,4.92
2023-06-01,419,53.24
2023-06-01,420,94.46
2023-06-01,421,28.08
2023-06-01,422,79.22
2023-06-01,423,76.13
2023-06-01,424,12.95
2023-06-01,425,47.66
2023-06-01,426,13.04
2023-06-01,427,15.53
2023-06-01,428,88.67
2023-06-01,429,61.32
2023-06-01,430,4.2
2023-06-01,431,55.04
2023-06-01,432,85.79
2023-06-01,433,76.26
2023-06-01,434,28.06
2023-06-01,435,81.21
2023-06-01,436,18.9
2023-06-01,437,69.46
2023-06-01,438,97.88
2023-06-01,439,45.12
2023-06-01,440,56.26
2023-06-01,441,35.43
2023-06-01,442,78.92
2023-06-01,443,63.31
2023-06-01,444,9.33
2023-06-01,445,2.78
2023-06-01,446,55.47
2023-06-01,447,98.87
2023-06-01,448,5.17
2023-06-01,449,49.41
2023-06-01,450,94.43
2023-06-01,451,20.7
2023-06-01,452,55.17
2023-06-01,453,18.73
2023-06-01,454,3.85
2023-06-01,455,20.1
2023-06-01,456,13.24
2023-06-01,457,53.78
2023-06-01,458,3.83
2023-06-01,459,61.33
2023-06-01,460,24.11
2023-06-01,461,5.52
2023-06-01,462,33.45
2023-06-01,463,16.61
2023-06-01,464,31.57
2023-06-01,465,55.91
2023-06-01,466,55.32
2023-06-01,467,96.97
2023-06-01,468,21.73
2023-06-01,469,63.75
2023-06-01,470,89.86
2023-06-01,471,92.55
2023-06-01,472,42.99
2023-06-01,473,97.29
2023-06-01,474,6.13
2023-06-01,475,42.85
2023-06-01,476,34.48
2023-06-01,477,52.17
2023-06-01,478,50.04
2023-06-01,479,89.95
2023-06-01,480,5.5
2023-06-01,481,30.66
2023-06-01,482,20.73
2023-06-01,483,85.14
2023-06-01,484,34.68
2023-06-01,485,73.16
2023-06-01,486,0.63
2023-06-01,487,76.43
2023-06-01,488,22.86
2023-06-01,489,83.35
2023-06-01,490,90.57
2023-06-01,491,65.33
2023-06-01,492,47.07
2023-06-01,493,72.16
2023-06-01,494,90.29
2023-06-01,495,74.41
2023-06-01,496,61.57
2023-06-01,497,87.17
2023-06-01,498,57.51
2023-06-01,499,93.93
2023-06-01,500,60.32
2023-06-01,501,14.97
2023-06-01,502,1.38
2023-06-01,503,54.87
2023-06-01,504,70.22
2023-06-01,505,14.95
2023-06-01,506,59.76
2023-06-01,507,78.22
2023-06-01,508,30.54
2023-06-01,509,78.34
2023-06-01,510,78.71
2023-06-01,511,29.16
2023-06-01,512,2.54
2023-06-01,513,21.0
2023-06-01,514,18.33
2023-06-01,515,19.67
2023-06-01,516,17.85
2023-06-01,517,67.62
2023-06-01,518,42.17
2023-06-01,519,53.11
2023-06-01,520,26.82
2023-06-01,521,99.79
2023-06-01,522,54.0
2023-06-01,523,39.9
2023-06-01,524,50.36
2023-06-01,525,71.85
2023-06-01,526,78.89
2023-06-01,527,54.34
2023-06-01,528,14.86
2023-06-01,529,11.45
2023-06-01,530,98.54
2023-06-01,531,86.93
2023-06-01,532,2.39
2023-06-01,533,51.16
2023-06-01,534,1.17
2023-06-01,535,41.16
2023-06-01,536,90.36
2023-06-01,537,37.49
2023-06-01,538,64.77
2023-06-01,539,42.52
2023-06-01,540,81.41
2023-06-01,541,1.62
2023-06-01,542,27.56
2023-06-01,543,8.51
2023-06-01,544,87.86
2023-06-01,545,51.64
2023-06-01,546,13.25
2023-06-01,547,11.52
2023-06-01,548,36.26
2023-06-01,549,39.76
2023-06-01,550,30.24
2023-06-01,551,13.73
2023-06-01,552,28.02
2023-06-01,553,89.14
2023-06-01,554,52.25
2023-06-01,555,79.44
2023-06-01,556,10.72
2023-06-01,557,29.98
2023-06-01,558,0.71
2023-06-01,559,78.44
2023-06-01,560,8.2
2023-06-01,561,65.35
2023-06-01,562,40.73
2023-06-01,563,52.72
2023-06-01,564,99.42
2023-06-01,565,56.34
2023-06-01,566,79.83
2023-06-01,567,39.66
2023-06-01,568,81.83
2023-06-01,569,78.03
2023-06-01,570,16.96
2023-06-01,571,86.46
2023-06-01,572,10.54
2023-06-01,573,89.68
2023-06-01,574,54.26
2023-06-01,575,2.51
2023-06-01,576,73.76
2023-06-01,577,22.25
2023-06-01,578,3.97
2023-06-01,579,17.37
2023-06-01,580,3.47
2023-06-01,581,87.24
2023-06-01,582,31.41
2023-06-01,583,22.25
2023-06-01,584,68.94
2023-06-01,585,78.66
2023-06-01,586,25.49
2023-06-01,587,37.24
2023-06-01,588,89.15
2023-06-01,589,51.81
2023-06-01,590,20.35
2023-06-01,591,57.91
2023-06-01,592,29.5
2023-06-01,593,29.26
2023-06-01,594,74.09
2023-06-01,595,79.55
2023-06-01,596,26.33
2023-06-01,597,73.57
2023-06-01,598,41.44
2023-06-01,599,2.69
2023-06-01,600,71.37
2023-06-01,601,73.61
2023-06-01,602,55.87
2023-06-01,603,9.63
2023-06-01,604,73.5
2023-06-01,605,78.9
2023-06-01,606,32.19
2023-06-01,607,64.46
2023-06-01,608,20.63
2023-06-01,609,61.16
2023-06-01,610,79.48
2023-06-01,611,60.1
2023-06-01,612,6.22
2023-06-01,613,47.81
2023-06-01,614,47.91
2023-06-01,615,15.61
2023-06-01,616,44.34
2023-06-01,617,88.37
2023-06-01,618,5.3
2023-06-01,619,57.13
2023-06-01,620,73.85
2023-06-01,621,2.66
2023-06-01,622,4.31
2023-06-01,623,56.75
2023-06-01,624,31.42
2023-06-01,625,5.38
2023-06-01,626,61.7
2023-06-01,627,2.05
2023-06-01,628,44.97
2023-06-01,629,22.45
2023-06-01,630,87.92
2023-06-01,631,85.93
2023-06-01,632,30.64
2023-06-01,633,24.57
2023-06-01,634,82.52
2023-06-01,635,55.53
2023-06-01,636,15.14
2023-06-01,637,67.1
2023-06-01,638,32.27
2023-06-01,639,4.52
2023-06-01,640,43.56
2023-06-01,641,95.61
2023-06-01,642,67.22
2023-06-01,643,43.51
2023-06-01,644,99.15
2023-06-01,645,95.77
2023-06-01,646,57.66
2023-06-01,647,24.75
2023-06-01,648,54.49
2023-06-01,649,87.74
2023-06-01,650,42.98
2023-06-01,651,80.0
2023-06-01,652,5.27
2023-06-01,653,86.24
2023-06-01,654,82.01
2023-06-01,655,87.12
2023-06-01,656,91.32
2023-06-01,657,15.73
2023-06-01,658,73.95
2023-06-01,659,5.37
2023-06-01,660,33.92
2023-06-01,661,67.63
2023-06-01,662,23.82
2023-06-01,663,79.36
2023-06-01,664,66.57
2023-06-01,665,67.66
2023-06-01,666,24.34
2023-06-01,667,83.73
2023-06-01,668,47.29
2023-06-01,669,26.85
2023-06-01,670,86.05
2023-06-01,671,30.74
2023-06-01,672,77.36
2023-06-01,673,77.67
2023-06-01,674,59.8
2023-06-01,675,63.97
2023-06-01,676,41.72
2023-06-01,677,34.65
2023-06-01,678,14.5
2023-06-01,679,82.74
2023-06-01,680,38.6
2023-06-01,681,6.09
2023-06-01,682,85.8
2023-06-01,683,81.53
2023-06-01,684,13.79
2023-06-01,685,97.0
2023-06-01,686,2.67
2023-06-01,687,21.41
2023-06-01,688,61.09
2023-06-01,689,26.57
2023-06-01,690,46.89
2023-06-01,691,36.19
2023-06-01,692,47.14
2023-06-01,693,5.98
2023-06-01,694,74.93
2023-06-01,695,12.66
2023-06-01,696,35.75
2023-06-01,697,13.97
2023-06-01,698,22.65
2023-06-01,699,65.78
2023-06-01,700,16.12
2023-06-01,701,34.27
2023-06-01,702,46.91
2023-06-01,703,76.89
2023-06-01,704,62.87
2023-06-01,705,67.69
2023-06-01,706,91.9
2023-06-01,707,82.77
2023-06-01,708,83.94
2023-06-01,709,81.05
2023-06-01,710,28.73
2023-06-01,711,84.1
2023-06-01,712,94.71
2023-06-01,713,61.39
2023-06-01,714,50.72
2023-06-01,715,19.03
2023-06-01,716,26.63
2023-06-01,717,62.37
2023-06-01,718,79.04
2023-06-01,719,5.53
2023-06-01,720,8.14
2023-06-01,721,56.72
2023-06-01,722,27.45
2023-06-01,723,13.36
2023-06-01,724,48.41
2023-06-01,725,15.04
2023-06-01,726,82.67
2023-06-01,727,1.81
2023-06-01,728,16.27
2023-06-01,729,78.32
2023-06-01,730,70.49
2023-06-01,731,7.65
2023-06-01,732,40.53
2023-06-01,733,97.99
2023-06-01,734,80.74
2023-06-01,735,51.14
2023-06-01,736,84.06
2023-06-01,737,47.7
2023-06-01,738,76.63
2023-06-01,739,11.14
2023-06-01,740,12.57
2023-06-01,741,13.3
2023-06-01,742,34.32
2023-06-01,743,71.51
2023-06-01,744,98.1
2023-06-01,745,51.21
2023-06-01,746,29.7
2023-06-01,747,86.08
2023-06-01,748,56.36
2023-06-01,749,68.18
2023-06-01,750,81.52
2023-06-01,751,66.26
2023-06-01,752,13.54
2023-06-01,753,68.24
2023-06-01,754,81.81
2023-06-01,755,64.49
2023-06-01,756,4.11
2023-06-01,757,14.82
2023-06-01,758,87.01
2023-06-01,759,78.87
2023-06-01,760,95.14
2023-06-01,761,34.27
2023-06-01,762,30.91
2023-06-01,763,41.51
2023-06-01,764,69.26
2023-06-01,765,61.36
2023-06-01,766,65.63
2023-06-01,767,49.32
2023-06-01,768,50.63
2023-06-01,769,25.14
2023-06-01,770,55.86
2023-06-01,771,10.31
2023-06-01,772,55.2
2023-06-01,773,79.05
2023-06-01,774,8.56
2023-06-01,775,16.75
2023-06-01,776,17.41
2023-06-01,777,32.36
2023-06-01,778,68.33
2023-06-01,779,88.55
2023-06-01,780,63.62
2023-06-01,781,69.66
2023-06-01,782,38.96
2023-06-01,783,78.14
2023-06-01,784,62.5
2023-06-01,785,70.86
2023-06-01,786,10.68
2023-06-01,787,64.73
2023-06-01,788,14.32
2023-06-01,789,72.67
2023-06-01,790,38.31
2023-06-01,791,89.85
2023-06-01,792,13.57
2023-06-01,793,28.54
2023-06-01,794,33.87
2023-06-01,795,48.31
2023-06-01,796,81.89
2023-06-01,797,26.65
2023-06-01,798,37.43
2023-06-01,799,97.28
2023-06-01,800,84.89
2023-06-01,801,46.15
2023-06-01,802,28.86
2023-06-01,803,57.6
2023-06-01,804,12.46
2023-06-01,805,84.87
2023-06-01,806,72.97
2023-06-01,807,67.36
2023-06-01,808,88.92
2023-06-01,809,57.43
2023-06-01,810,57.29
2023-06-01,811,7.01
2023-06-01,812,32.91
2023-06-01,813,47.54
2023-06-01,814,21.71
2023-06-01,815,58.41
2023-06-01,816,97.47
2023-06-01,817,64.52
2023-06-01,818,90.23
2023-06-01,819,31.41
2023-06-01,820,52.87
2023-06-01,821,31.61
2023-06-01,822,92.32
2023-06-01,823,6.07
2023-06-01,824,74.31
2023-06-01,825,5.84
2023-06-01,826,83.03
2023-06-01,827,2.42
2023-06-01,828,66.27
2023-06-01,829,46.36
2023-06-01,830,36.17
2023-06-01,831,61.34
2023-06-01,832,73.96
2023-06-01,833,43.76
2023-06-01,834,19.98
2023-06-01,835,59.64
2023-06-01,836,10.85
2023-06-01,837,8.48
2023-06-01,838,44.64
2023-06-01,839,52.77
2023-06-01,840,43.36
2023-06-01,841,11.05
2023-06-01,842,66.49
2023-06-01,843,70.84
2023-06-01,844,12.61
2023-06-01,845,93.03
2023-06-01,846,13.51
2023-06-01,847,61.87
2023-06-01,848,55.51
2023-06-01,849,39.52
2023-06-01,850,54.21
2023-06-01,851,67.07
2023-06-01,852,29.55
2023-06-01,853,63.33
2023-06-01,854,45.3
2023-06-01,855,33.06
2023-06-01,856,62.42
2023-06-01,857,12.8
2023-06-01,858,97.03
2023-06-01,859,49.64
2023-06-01,860,49.96
2023-06-01,861,38.03
2023-06-01,862,58.88
2023-06-01,863,17.45
2023-06-01,864,92.33
2023-06-01,865,61.71
2023-06-01,866,69.56
2023-06-01,867,76.49
2023-06-01,868,19.83
2023-06-01,869,47.26
2023-06-01,870,88.72
2023-06-01,871,72.19
2023-06-01,872,86.83
2023-06-01,873,50.11
2023-06-01,874,70.43
2023-06-01,875,31.42
2023-06-01,876,26.04
2023-06-01,877,61.76
2023-06-01,878,83.2
2023-06-01,879,84.69
2023-06-01,880,48.94
2023-06-01,881,54.73
2023-06-01,882,37.88
2023-06-01,883,43.42
2023-06-01,884,10.28
2023-06-01,885,27.22
2023-06-01,886,15.11
2023-06-01,887,85.26
2023-06-01,888,49.92
2023-06-01,889,83.8
2023-06-01,890,77.9
2023-06-01,891,77.56
2023-06-01,892,49.9
2023-06-01,893,35.42
2023-06-01,894,51.16
2023-06-01,895,51.52
2023-06-01,896,18.12
2023-06-01,897,80.9
2023-06-01,898,57.72
2023-06-01,899,65.82
2023-06-01,900,35.76
2023-06-01,901,65.8
2023-06-01,902,69.95
2023-06-01,903,32.2
2023-06-01,904,29.16
2023-06-01,905,9.72
2023-06-01,906,55.54
2023-06-01,907,46.5
2023-06-01,908,92.07
2023-06-01,909,60.87
2023-06-01,910,83.28
2023-06-01,911,90.0
2023-06-01,912,23.12
2023-06-01,913,32.94
2023-06-01,914,47.29
2023-06-01,915,15.0
2023-06-01,916,86.14
2023-06-01,917,99.94
2023-06-01,918,28.63
2023-06-01,919,46.99
2023-06-01,920,44.8
2023-06-01,921,0.6
2023-06-01,922,84.52
2023-06-01,923,17.46
2023-06-01,924,89.41
2023-06-01,925,44.22
2023-06-01,926,10.57
2023-06-01,927,82.31
2023-06-01,928,95.69
2023-06-01,929,40.04
2023-06-01,930,93.46
2023-06-01,931,14.55
2023-06-01,932,53.0
2023-06-01,933,49.73
2023-06-01,934,13.97
2023-06-01,935,24.92
2023-06-01,936,14.09
2023-06-01,937,65.91
2023-06-01,938,48.22
2023-06-01,939,83.14
2023-06-01,940,71.4
2023-06-01,941,83.13
2023-06-01,942,55.0
2023-06-01,943,23.6
2023-06-01,944,0.54
2023-06-01,945,39.64
2023-06-01,946,7.1
2023-06-01,947,36.5
2023-06-01,948,97.81
2023-06-01,949,76.63
2023-06-01,950,86.31
2023-06-01,951,80.7
2023-06-01,952,28.79
2023-06-01,953,98.18
2023-06-01,954,57.45
2023-06-01,955,8.52
2023-06-01,956,17.44
2023-06-01,957,25.09
2023-06-01,958,76.91
2023-06-01,959,11.33
2023-06-01,960,73.98
2023-06-01,961,14.45
2023-06-01,962,44.15
2023-06-01,963,54.41
2023-06-01,964,34.41
2023-06-01,965,63.32
2023-06-01,966,69.68
2023-06-01,967,88.77
2023-06-01,968,58.78
2023-06-01,969,37.86
2023-06-01,970,28.31
2023-06-01,971,68.57
2023-06-01,972,11.29
2023-06-01,973,34.4
2023-06-01,974,80.44
2023-06-01,975,22.4
2023-06-01,976,0.74
2023-06-01,977,41.43
2023-06-01,978,32.02
2023-06-01,979,70.07
2023-06-01,980,71.82
2023-06-01,981,79.22
2023-06-01,982,93.69
2023-06-01,983,20.52
2023-06-01,984,9.17
2023-06-01,985,8.34
2023-06-01,986,78.14
2023-06-01,987,8.14
2023-06-01,988,63.48
2023-06-01,989,14.68
2023-06-01,990,13.96
2023-06-01,991,47.81
2023-06-01,992,26.04
2023-06-01,993,60.42
2023-06-01,994,84.55
2023-06-01,995,73.6
2023-06-01,996,37.24
2023-06-01,997,11.54
2023-06-01,998,17.23
2023-06-01,999,61.05
2023-06-01,1000,37.7
2023-06-01,1001,26.53
2023-06-01,1002,4.79
2023-06-01,1003,59.86
2023-06-01,1004,33.92
2023-06-01,1005,5.32
2023-06-01,1006,57.47
2023-06-01,1007,13.29
2023-06-01,1008,56.14
2023-06-01,1009,31.67
2023-06-01,1010,80.46
2023-06-01,1011,88.49
2023-06-01,1012,78.73
2023-06-01,1013,42.18
2023-06-01,1014,1.97
2023-06-01,1015,24.94
2023-06-01,1016,90.52
2023-06-01,1017,11.25
2023-06-01,1018,22.33
2023-06-01,1019,64.54
2023-06-01,1020,36.56
2023-06-01,1021,34.29
2023-06-01,1022,80.31
2023-06-01,1023,19.39
2023-06-01,1024,54.3
2023-06-01,1025,40.99
2023-06-01,1026,71.82
2023-06-01,1027,48.65
2023-06-01,1028,84.85
2023-06-01,1029,23.24
2023-06-01,1030,63.52
2023-06-01,1031,27.35
2023-06-01,1032,45.03
2023-06-01,1033,35.26
2023-06-01,1034,72.22
2023-06-01,1035,38.32
2023-06-01,1036,40.56
2023-06-01,1037,21.56
2023-06-01,1038,42.61
2023-06-01,1039,23.12
2023-06-01,1040,57.26
2023-06-01,1041,74.61
2023-06-01,1042,90.5
2023-06-01,1043,13.84
2023-06-01,1044,28.4
2023-06-01,1045,84.82
2023-06-01,1046,53.17
2023-06-01,1047,69.78
2023-06-01,1048,77.38
2023-06-01,1049,91.9
2023-06-01,1050,71.4
2023-06-01,1051,83.62
2023-06-01,1052,24.83
2023-06-01,1053,89.3
2023-06-01,1054,12.03
2023-06-01,1055,77.34
2023-06-01,1056,25.9
2023-06-01,1057,92.97
2023-06-01,1058,7.85
2023-06-01,1059,16.08
2023-06-01,1060,38.94
2023-06-01,1061,42.98
2023-06-01,1062,48.53
2023-06-01,1063,90.37
2023-06-01,1064,35.16
2023-06-01,1065,32.39
2023-06-01,1066,74.02
2023-06-01,1067,37.42
2023-06-01,1068,13.51
