date,grid_id,CMP_cloud_mean
2023-06-01,181,0.229
2023-06-01,182,0.597
2023-06-01,183,0.064
2023-06-01,184,0.954
2023-06-01,185,0.573
2023-06-01,186,0.987
2023-06-01,187,0.353
2023-06-01,188,0.531
2023-06-01,189,0.194
2023-06-01,190,0.429
2023-06-01,191,0.619
2023-06-01,192,0.556
2023-06-01,193,0.552
2023-06-01,194,0.241
2023-06-01,195,0.122
2023-06-01,196,0.953
2023-06-01,197,0.607
2023-06-01,198,0.124
2023-06-01,199,0.924
2023-06-01,200,0.424
2023-06-01,201,0.043
2023-06-01,202,0.569
2023-06-01,203,0.416
2023-06-01,204,0.572
2023-06-01,205,0.956
2023-06-01,206,0.905
2023-06-01,207,0.836
2023-06-01,208,0.854
2023-06-01,209,0.34
2023-06-01,210,0.23
2023-06-01,211,0.192
2023-06-01,212,0.731
2023-06-01,213,0.719
2023-06-01,214,0.016
2023-06-01,215,0.619
2023-06-01,216,0.475
2023-06-01,217,0.328
2023-06-01,218,0.201
2023-06-01,219,0.298
2023-06-01,220,0.836
2023-06-01,221,0.032
2023-06-01,222,0.112
2023-06-01,223,0.031
2023-06-01,224,0.649
2023-06-01,225,0.47
2023-06-01,226,0.843
2023-06-01,227,0.179
2023-06-01,228,0.286
2023-06-01,229,0.802
2023-06-01,230,0.965
2023-06-01,231,0.678
2023-06-01,232,0.101
2023-06-01,233,0.415
2023-06-01,234,0.76
2023-06-01,235,0.749
2023-06-01,236,0.672
2023-06-01,237,0.89
2023-06-01,238,0.814
2023-06-01,239,0.973
2023-06-01,240,0.534
2023-06-01,241,0.756
2023-06-01,242,0.227
2023-06-01,243,0.371
2023-06-01,244,0.394
2023-06-01,245,0.489
2023-06-01,246,0.496
2023-06-01,247,0.734
2023-06-01,248,0.38
2023-06-01,249,0.543
2023-06-01,250,0.875
2023-06-01,251,0.194
2023-06-01,252,0.84
2023-06-01,253,0.512
2023-06-01,254,0.622
2023-06-01,255,0.29
2023-06-01,256,0.386
2023-06-01,257,0.611
2023-06-01,258,0.923
2023-06-01,259,0.343
2023-06-01,260,0.466
2023-06-01,261,0.974
2023-06-01,262,0.536
2023-06-01,263,0.925
2023-06-01,264,0.169
2023-06-01,265,0.902
2023-06-01,266,0.39
2023-06-01,267,0.769
2023-06-01,268,0.615
2023-06-01,269,0.0
2023-06-01,270,0.14
2023-06-01,271,0.346
2023-06-01,272,0.995
2023-06-01,273,0.962
2023-06-01,274,0.623
2023-06-01,275,0.048
2023-06-01,276,0.266
2023-06-01,277,0.971
2023-06-01,278,0.343
2023-06-01,279,0.034
2023-06-01,280,0.104
2023-06-01,281,0.107
2023-06-01,282,0.954
2023-06-01,283,0.401
2023-06-01,284,0.038
2023-06-01,285,0.07
2023-06-01,286,0.111
2023-06-01,287,0.256
2023-06-01,288,0.944
2023-06-01,289,0.275
2023-06-01,290,0.416
2023-06-01,291,0.445
2023-06-01,292,0.938
2023-06-01,293,0.45
2023-06-01,294,0.513
2023-06-01,295,0.001
2023-06-01,296,0.426
2023-06-01,297,0.09
2023-06-01,298,0.85
2023-06-01,299,0.772
2023-06-01,300,0.697
2023-06-01,301,0.343
2023-06-01,302,0.423
2023-06-01,303,0.315
2023-06-01,304,0.482
2023-06-01,305,0.643
2023-06-01,306,0.644
2023-06-01,307,0.532
2023-06-01,308,0.704
2023-06-01,309,0.237
2023-06-01,310,0.928
2023-06-01,311,0.724
2023-06-01,312,0.132
2023-06-01,313,0.271
2023-06-01,314,0.573
2023-06-01,315,0.42
2023-06-01,316,0.766
2023-06-01,317,0.784
2023-06-01,318,0.344
2023-06-01,319,0.823
2023-06-01,320,0.924
2023-06-01,321,0.15
2023-06-01,322,0.784
2023-06-01,323,0.46
2023-06-01,324,0.917
2023-06-01,325,0.908
2023-06-01,326,0.806
2023-06-01,327,0.307
2023-06-01,328,0.266
2023-06-01,329,0.193
2023-06-01,330,0.537
2023-06-01,331,0.738
2023-06-01,332,0.948
2023-06-01,333,0.992
2023-06-01,334,0.849
2023-06-01,335,0.968
2023-06-01,336,0.021
2023-06-01,337,0.268
2023-06-01,338,0.663
2023-06-01,339,0.943
2023-06-01,340,0.633
2023-06-01,341,0.717
2023-06-01,342,0.073
2023-06-01,343,0.14
2023-06-01,344,0.217
2023-06-01,345,0.795
2023-06-01,346,0.305
2023-06-01,347,0.32
2023-06-01,348,0.186
2023-06-01,349,0.857
2023-06-01,350,0.675
2023-06-01,351,0.387
2023-06-01,352,0.73
2023-06-01,353,0.707
2023-06-01,354,0.951
2023-06-01,355,0.3
2023-06-01,356,0.588
2023-06-01,357,0.16
2023-06-01,358,0.144
2023-06-01,359,0.704
2023-06-01,360,0.232
2023-06-01,361,0.724
2023-06-01,362,0.075
2023-06-01,363,0.957
2023-06-01,364,0.098
2023-06-01,365,0.132
2023-06-01,366,0.333
2023-06-01,367,0.804
2023-06-01,368,0.648
2023-06-01,369,0.021
2023-06-01,370,0.083
2023-06-01,371,0.391
2023-06-01,372,0.124
2023-06-01,373,0.484
2023-06-01,374,0.882
2023-06-01,375,0.318
2023-06-01,376,0.515
2023-06-01,377,0.379
2023-06-01,378,0.937
2023-06-01,379,0.53
2023-06-01,380,0.049
2023-06-01,381,0.802
2023-06-01,382,0.061
2023-06-01,383,0.776
2023-06-01,384,0.759
2023-06-01,385,0.997
2023-06-01,386,0.83
2023-06-01,387,0.916
2023-06-01,388,0.235
2023-06-01,389,0.227
2023-06-01,390,0.963
2023-06-01,391,0.367
2023-06-01,392,0.022
2023-06-01,393,0.599
2023-06-01,394,0.914
2023-06-01,395,0.113
2023-06-01,396,0.569
2023-06-01,397,0.378
2023-06-01,398,0.894
2023-06-01,399,0.183
2023-06-01,400,0.717
2023-06-01,401,0.937
2023-06-01,402,0.821
2023-06-01,403,0.298
2023-06-01,404,0.865
2023-06-01,405,0.672
2023-06-01,406,0.895
2023-06-01,407,0.514
2023-06-01,408,0.654
2023-06-01,409,0.886
2023-06-01,410,0.339
2023-06-01,411,0.56
2023-06-01,412,0.586
2023-06-01,413,0.474
2023-06-01,414,0.058
2023-06-01,415,0.734
2023-06-01,416,0.941
2023-06-01,417,0.108
2023-06-01,418,0.414
2023-06-01,419,0.699
2023-06-01,420,0.424
2023-06-01,421,0.504
2023-06-01,422,0.049
2023-06-01,423,0.225
2023-06-01,424,0.977
2023-06-01,425,0.58
2023-06-01,426,0.046
2023-06-01,427,0.289
2023-06-01,428,0.827
2023-06-01,429,0.382
2023-06-01,430,0.784
2023-06-01,431,0.641
2023-06-01,432,0.087
2023-06-01,433,0.885
2023-06-01,434,0.625
2023-06-01,435,0.361
2023-06-01,436,0.803
2023-06-01,437,0.665
2023-06-01,438,0.954
2023-06-01,439,0.446
2023-06-01,440,0.179
2023-06-01,441,0.869
2023-06-01,442,0.526
2023-06-01,443,0.651
2023-06-01,444,0.551
2023-06-01,445,0.203
2023-06-01,446,0.863
2023-06-01,447,0.706
2023-06-01,448,0.802
2023-06-01,449,0.506
2023-06-01,450,0.428
2023-06-01,451,0.636
2023-06-01,452,0.268
2023-06-01,453,0.614
2023-06-01,454,0.761
2023-06-01,455,0.612
2023-06-01,456,0.896
2023-06-01,457,0.755
2023-06-01,458,0.165
2023-06-01,459,0.212
2023-06-01,460,0.572
2023-06-01,461,0.33
2023-06-01,462,0.934
2023-06-01,463,0.628
2023-06-01,464,0.718
2023-06-01,465,0.21
2023-06-01,466,0.863
2023-06-01,467,0.046
2023-06-01,468,0.001
2023-06-01,469,0.066
2023-06-01,470,0.342
2023-06-01,471,0.413
2023-06-01,472,0.414
2023-06-01,473,0.92
2023-06-01,474,0.96
2023-06-01,475,0.741
2023-06-01,476,0.914
2023-06-01,477,0.383
2023-06-01,478,0.883
2023-06-01,479,0.05
2023-06-01,480,0.357
2023-06-01,481,0.518
2023-06-01,482,0.371
2023-06-01,483,0.299
2023-06-01,484,0.24
2023-06-01,485,0.246
2023-06-01,486,0.949
2023-06-01,487,0.366
2023-06-01,488,0.808
2023-06-01,489,0.141
2023-06-01,490,0.333
2023-06-01,491,0.026
2023-06-01,492,0.858
2023-06-01,493,0.856
2023-06-01,494,0.04
2023-06-01,495,0.076
2023-06-01,496,0.729
2023-06-01,497,0.258
2023-06-01,498,0.583
2023-06-01,499,0.673
2023-06-01,500,0.759
2023-06-01,501,0.255
2023-06-01,502,0.467
2023-06-01,503,0.53
2023-06-01,504,0.897
2023-06-01,505,0.316
2023-06-01,506,0.913
2023-06-01,507,0.421
2023-06-01,508,0.302
2023-06-01,509,0.769
2023-06-01,510,0.988
2023-06-01,511,0.559
2023-06-01,512,0.553
2023-06-01,513,0.36
2023-06-01,514,0.082
2023-06-01,515,0.894
2023-06-01,516,0.78
2023-06-01,517,0.12
2023-06-01,518,0.253
2023-06-01,519,0.759
2023-06-01,520,0.183
2023-06-01,521,0.84
2023-06-01,522,0.385
2023-06-01,523,0.264
2023-06-01,524,0.372
2023-06-01,525,0.404
2023-06-01,526,0.964
2023-06-01,527,0.89
2023-06-01,528,0.071
2023-06-01,529,0.564
2023-06-01,530,0.73
2023-06-01,531,0.146
2023-06-01,532,0.597
2023-06-01,533,0.215
2023-06-01,534,0.916
2023-06-01,535,0.56
2023-06-01,536,0.855
2023-06-01,537,0.477
2023-06-01,538,0.81
2023-06-01,539,0.278
2023-06-01,540,0.634
2023-06-01,541,0.926
2023-06-01,542,0.508
2023-06-01,543,0.977
2023-06-01,544,0.341
2023-06-01,545,0.623
2023-06-01,546,0.205
2023-06-01,547,0.818
2023-06-01,548,0.875
2023-06-01,549,0.904
2023-06-01,550,0.33
2023-06-01,551,0.586
2023-06-01,552,0.57
2023-06-01,553,0.563
2023-06-01,554,0.91
2023-06-01,555,0.412
2023-06-01,556,0.722
2023-06-01,557,0.796
2023-06-01,558,0.298
2023-06-01,559,0.84
2023-06-01,560,0.18
2023-06-01,561,0.57
2023-06-01,562,0.247
2023-06-01,563,0.078
2023-06-01,564,0.199
2023-06-01,565,0.219
2023-06-01,566,0.001
2023-06-01,567,0.575
2023-06-01,568,0.929
2023-06-01,569,0.247
2023-06-01,570,0.589
2023-06-01,571,0.379
2023-06-01,572,0.777
2023-06-01,573,0.087
2023-06-01,574,0.031
2023-06-01,575,0.362
2023-06-01,576,0.177
2023-06-01,577,0.528
2023-06-01,578,0.807
2023-06-01,579,0.919
2023-06-01,580,0.132
2023-06-01,581,0.783
2023-06-01,582,0.452
2023-06-01,583,0.73
2023-06-01,584,0.814
2023-06-01,585,0.238
2023-06-01,586,0.601
2023-06-01,587,0.225
2023-06-01,588,0.664
2023-06-01,589,0.175
2023-06-01,590,0.181
2023-06-01,591,0.131
2023-06-01,592,0.693
2023-06-01,593,0.074
2023-06-01,594,0.521
2023-06-01,595,0.287
2023-06-01,596,0.821
2023-06-01,597,0.258
2023-06-01,598,0.745
2023-06-01,599,0.455
2023-06-01,600,0.994
2023-06-01,601,0.446
2023-06-01,602,0.638
2023-06-01,603,0.139
2023-06-01,604,0.078
2023-06-01,605,0.315
2023-06-01,606,0.482
2023-06-01,607,0.661
2023-06-01,608,0.544
2023-06-01,609,0.416
2023-06-01,610,0.492
2023-06-01,611,0.749
2023-06-01,612,0.844
2023-06-01,613,0.616
2023-06-01,614,0.667
2023-06-01,615,0.456
2023-06-01,616,0.506
2023-06-01,617,0.357
2023-06-01,618,0.725
2023-06-01,619,0.006
2023-06-01,620,0.63
2023-06-01,621,0.6
2023-06-01,622,0.992
2023-06-01,623,0.364
2023-06-01,624,0.14
2023-06-01,625,0.61
2023-06-01,626,0.068
2023-06-01,627,0.716
2023-06-01,628,0.109
2023-06-01,629,0.609
2023-06-01,630,0.369
2023-06-01,631,0.91
2023-06-01,632,0.484
2023-06-01,633,0.507
2023-06-01,634,0.308
2023-06-01,635,0.678
2023-06-01,636,0.959
2023-06-01,637,0.817
2023-06-01,638,0.75
2023-06-01,639,0.064
2023-06-01,640,0.867
2023-06-01,641,0.745
2023-06-01,642,0.585
2023-06-01,643,0.251
2023-06-01,644,0.55
2023-06-01,645,0.008
2023-06-01,646,0.34
2023-06-01,647,0.92
2023-06-01,648,0.878
2023-06-01,649,0.537
2023-06-01,650,0.832
2023-06-01,651,0.895
2023-06-01,652,0.07
2023-06-01,653,0.772
2023-06-01,654,0.149
2023-06-01,655,0.895
2023-06-01,656,0.368
2023-06-01,657,0.634
2023-06-01,658,0.349
2023-06-01,659,0.668
2023-06-01,660,0.915
2023-06-01,661,0.629
2023-06-01,662,0.032
2023-06-01,663,0.597
2023-06-01,664,0.765
2023-06-01,665,0.39
2023-06-01,666,0.981
2023-06-01,667,0.477
2023-06-01,668,0.384
2023-06-01,669,0.279
2023-06-01,670,0.143
2023-06-01,671,0.917
2023-06-01,672,0.739
2023-06-01,673,0.894
2023-06-01,674,0.254
2023-06-01,675,0.24
2023-06-01,676,0.407
2023-06-01,677,0.046
2023-06-01,678,0.368
2023-06-01,679,0.891
2023-06-01,680,0.751
2023-06-01,681,0.753
2023-06-01,682,0.086
2023-06-01,683,0.25
2023-06-01,684,0.99
2023-06-01,685,0.574
2023-06-01,686,0.487
2023-06-01,687,0.832
2023-06-01,688,0.073
2023-06-01,689,0.167
2023-06-01,690,0.592
2023-06-01,691,0.258
2023-06-01,692,0.382
2023-06-01,693,0.647
2023-06-01,694,0.098
2023-06-01,695,0.789
2023-06-01,696,0.398
2023-06-01,697,0.438
2023-06-01,698,0.006
2023-06-01,699,0.257
2023-06-01,700,0.817
2023-06-01,701,0.989
2023-06-01,702,0.176
2023-06-01,703,0.045
2023-06-01,704,0.897
2023-06-01,705,0.158
2023-06-01,706,0.345
2023-06-01,707,0.994
2023-06-01,708,0.905
2023-06-01,709,0.321
2023-06-01,710,0.76
2023-06-01,711,0.959
2023-06-01,712,0.113
2023-06-01,713,0.115
2023-06-01,714,0.475
2023-06-01,715,0.22
2023-06-01,716,0.195
2023-06-01,717,0.134
2023-06-01,718,0.392
2023-06-01,719,0.901
2023-06-01,720,0.864
2023-06-01,721,0.135
2023-06-01,722,0.985
2023-06-01,723,0.096
2023-06-01,724,0.321
2023-06-01,725,0.659
2023-06-01,726,0.218
2023-06-01,727,0.776
2023-06-01,728,0.943
2023-06-01,729,0.37
2023-06-01,730,0.37
2023-06-01,731,0.666
2023-06-01,732,0.712
2023-06-01,733,0.093
2023-06-01,734,0.478
2023-06-01,735,0.788
2023-06-01,736,0.382
2023-06-01,737,0.768
2023-06-01,738,0.323
2023-06-01,739,0.376
2023-06-01,740,0.819
2023-06-01,741,0.609
2023-06-01,742,0.702
2023-06-01,743,0.678
2023-06-01,744,0.668
2023-06-01,745,0.898
2023-06-01,746,0.294
2023-06-01,747,0.133
2023-06-01,748,0.929
2023-06-01,749,0.296
2023-06-01,750,0.164
2023-06-01,751,0.883
2023-06-01,752,0.151
2023-06-01,753,0.642
2023-06-01,754,0.365
2023-06-01,755,0.698
2023-06-01,756,0.265
2023-06-01,757,0.818
2023-06-01,758,0.867
2023-06-01,759,0.014
2023-06-01,760,0.92
2023-06-01,761,0.607
2023-06-01,762,0.758
2023-06-01,763,0.671
2023-06-01,764,0.967
2023-06-01,765,0.822
2023-06-01,766,0.271
2023-06-01,767,0.425
2023-06-01,768,0.187
2023-06-01,769,0.809
2023-06-01,770,0.626
2023-06-01,771,0.744
2023-06-01,772,0.05
2023-06-01,773,0.96
2023-06-01,774,0.45
2023-06-01,775,0.787
2023-06-01,776,0.855
2023-06-01,777,0.994
2023-06-01,778,0.088
2023-06-01,779,0.526
2023-06-01,780,0.561
2023-06-01,781,0.56
2023-06-01,782,0.748
2023-06-01,783,0.513
2023-06-01,784,0.749
2023-06-01,785,0.806
2023-06-01,786,0.127
2023-06-01,787,0.764
2023-06-01,788,0.676
2023-06-01,789,0.122
2023-06-01,790,0.921
2023-06-01,791,0.642
2023-06-01,792,0.488
2023-06-01,793,0.397
2023-06-01,794,0.107
2023-06-01,795,0.653
2023-06-01,796,0.024
2023-06-01,797,0.175
2023-06-01,798,0.724
2023-06-01,799,0.241
2023-06-01,800,0.626
2023-06-01,801,0.946
2023-06-01,802,0.66
2023-06-01,803,0.553
2023-06-01,804,0.266
2023-06-01,805,0.372
2023-06-01,806,0.619
2023-06-01,807,0.318
2023-06-01,808,0.847
2023-06-01,809,0.848
2023-06-01,810,0.378
2023-06-01,811,0.385
2023-06-01,812,0.616
2023-06-01,813,0.704
2023-06-01,814,0.797
2023-06-01,815,0.519
2023-06-01,816,0.961
2023-06-01,817,0.565
2023-06-01,818,0.481
2023-06-01,819,0.924
2023-06-01,820,0.517
2023-06-01,821,0.611
2023-06-01,822,0.784
2023-06-01,823,0.993
2023-06-01,824,0.206
2023-06-01,825,0.539
2023-06-01,826,0.03
2023-06-01,827,0.169
2023-06-01,828,0.746
2023-06-01,829,0.184
2023-06-01,830,0.799
2023-06-01,831,0.613
2023-06-01,832,0.074
2023-06-01,833,0.987
2023-06-01,834,0.295
2023-06-01,835,0.141
2023-06-01,836,0.667
2023-06-01,837,0.585
2023-06-01,838,0.285
2023-06-01,839,0.935
2023-06-01,840,0.031
2023-06-01,841,0.426
2023-06-01,842,0.279
2023-06-01,843,0.001
2023-06-01,844,0.627
2023-06-01,845,0.641
2023-06-01,846,0.479
2023-06-01,847,0.349
2023-06-01,848,0.042
2023-06-01,849,0.351
2023-06-01,850,0.461
2023-06-01,851,0.264
2023-06-01,852,0.28
2023-06-01,853,0.07
2023-06-01,854,0.592
2023-06-01,855,0.124
2023-06-01,856,0.922
2023-06-01,857,0.872
2023-06-01,858,0.017
2023-06-01,859,0.571
2023-06-01,860,0.01
2023-06-01,861,0.604
2023-06-01,862,0.666
2023-06-01,863,0.544
2023-06-01,864,0.35
2023-06-01,865,0.441
2023-06-01,866,0.517
2023-06-01,867,0.757
2023-06-01,868,0.236
2023-06-01,869,0.045
2023-06-01,870,0.152
2023-06-01,871,0.544
2023-06-01,872,0.484
2023-06-01,873,0.455
2023-06-01,874,0.132
2023-06-01,875,0.969
2023-06-01,876,0.429
2023-06-01,877,0.08
2023-06-01,878,0.028
2023-06-01,879,0.86
2023-06-01,880,0.377
2023-06-01,881,0.714
2023-06-01,882,0.437
2023-06-01,883,0.228
2023-06-01,884,0.025
2023-06-01,885,0.716
2023-06-01,886,0.647
2023-06-01,887,0.109
2023-06-01,888,0.608
2023-06-01,889,0.826
2023-06-01,890,0.381
2023-06-01,891,0.204
2023-06-01,892,0.429
2023-06-01,893,0.57
2023-06-01,894,0.838
2023-06-01,895,0.313
2023-06-01,896,0.751
2023-06-01,897,0.875
2023-06-01,898,0.002
2023-06-01,899,0.367
2023-06-01,900,0.506
2023-06-01,901,0.416
2023-06-01,902,0.323
2023-06-01,903,0.091
2023-06-01,904,0.277
2023-06-01,905,0.108
2023-06-01,906,0.954
2023-06-01,907,0.047
2023-06-01,908,0.175
2023-06-01,909,0.45
2023-06-01,910,0.584
2023-06-01,911,0.906
2023-06-01,912,0.645
2023-06-01,913,0.707
2023-06-01,914,0.593
2023-06-01,915,0.199
2023-06-01,916,0.154
2023-06-01,917,0.636
2023-06-01,918,0.811
2023-06-01,919,0.287
2023-06-01,920,0.834
2023-06-01,921,0.782
2023-06-01,922,0.99
2023-06-01,923,0.029
2023-06-01,924,0.817
2023-06-01,925,0.456
2023-06-01,926,0.754
2023-06-01,927,0.984
2023-06-01,928,0.874
2023-06-01,929,0.796
2023-06-01,930,0.119
2023-06-01,931,0.235
2023-06-01,932,0.785
2023-06-01,933,0.289
2023-06-01,934,0.924
2023-06-01,935,0.35
2023-06-01,936,0.52
2023-06-01,937,0.651
2023-06-01,938,0.228
2023-06-01,939,0.911
2023-06-01,940,0.229
2023-06-01,941,0.597
2023-06-01,942,0.711
2023-06-01,943,0.463
2023-06-01,944,0.134
2023-06-01,945,0.799
2023-06-01,946,0.968
2023-06-01,947,0.081
2023-06-01,948,0.182
2023-06-01,949,0.969
2023-06-01,950,0.837
2023-06-01,951,0.399
2023-06-01,952,0.353
2023-06-01,953,0.517
2023-06-01,954,0.587
2023-06-01,955,0.248
2023-06-01,956,0.999
2023-06-01,957,0.727
2023-06-01,958,0.087
2023-06-01,959,0.251
2023-06-01,960,0.077
2023-06-01,961,1.0
2023-06-01,962,0.412
2023-06-01,963,0.699
2023-06-01,964,0.609
2023-06-01,965,0.849
2023-06-01,966,0.049
2023-06-01,967,0.673
2023-06-01,968,0.39
2023-06-01,969,0.582
2023-06-01,970,0.181
2023-06-01,971,0.226
2023-06-01,972,0.444
2023-06-01,973,0.088
2023-06-01,974,0.662
2023-06-01,975,0.334
2023-06-01,976,0.215
2023-06-01,977,0.403
2023-06-01,978,0.076
2023-06-01,979,0.275
2023-06-01,980,0.049
2023-06-01,981,0.05
2023-06-01,982,0.249
2023-06-01,983,0.705
2023-06-01,984,0.564
2023-06-01,985,0.171
2023-06-01,986,0.354
2023-06-01,987,0.017
2023-06-01,988,0.165
2023-06-01,989,0.653
2023-06-01,990,0.084
2023-06-01,991,0.016
2023-06-01,992,0.614
2023-06-01,993,0.214
2023-06-01,994,0.345
2023-06-01,995,0.322
2023-06-01,996,0.969
2023-06-01,997,0.72
2023-06-01,998,0.626
2023-06-01,999,0.821
2023-06-01,1000,0.805
2023-06-01,1001,0.192
2023-06-01,1002,0.201
2023-06-01,1003,0.923
2023-06-01,1004,0.034
2023-06-01,1005,0.65
2023-06-01,1006,0.024
2023-06-01,1007,0.986
2023-06-01,1008,0.666
2023-06-01,1009,0.63
2023-06-01,1010,0.501
2023-06-01,1011,0.907
2023-06-01,1012,0.944
2023-06-01,1013,0.728
2023-06-01,1014,0.23
2023-06-01,1015,0.196
2023-06-01,1016,0.889
2023-06-01,1017,0.8
2023-06-01,1018,0.324
2023-06-01,1019,0.185
2023-06-01,1020,0.519
2023-06-01,1021,0.556
2023-06-01,1022,0.87
2023-06-01,1023,0.207
2023-06-01,1024,0.437
2023-06-01,1025,0.182
2023-06-01,1026,0.791
2023-06-01,1027,0.832
2023-06-01,1028,0.02
2023-06-01,1029,0.948
2023-06-01,1030,0.269
2023-06-01,1031,0.054
2023-06-01,1032,0.779
2023-06-01,1033,0.889
2023-06-01,1034,0.332
2023-06-01,1035,0.701
2023-06-01,1036,0.566
2023-06-01,1037,0.622
2023-06-01,1038,0.696
2023-06-01,1039,0.143
2023-06-01,1040,0.539
2023-06-01,1041,0.469
2023-06-01,1042,0.464
2023-06-01,1043,0.522
2023-06-01,1044,0.88
2023-06-01,1045,0.305
2023-06-01,1046,0.215
2023-06-01,1047,0.685
2023-06-01,1048,0.745
2023-06-01,1049,0.702
2023-06-01,1050,0.218
2023-06-01,1051,0.713
2023-06-01,1052,0.071
2023-06-01,1053,0.497
2023-06-01,1054,0.517
2023-06-01,1055,0.03
2023-06-01,1056,0.871
2023-06-01,1057,0.121
2023-06-01,1058,0.133
2023-06-01,1059,0.758
2023-06-01,1060,0.728
2023-06-01,1061,0.425
2023-06-01,1062,0.885
2023-06-01,1063,0.309
2023-06-01,1064,0.421
2023-06-01,1065,0.753
2023-06-01,1066,0.557
2023-06-01,1067,0.213
