date,grid_id,IMC_daily_total
2023-06-01,268,0.0
2023-06-01,269,14.16
2023-06-01,270,0.0
2023-06-01,271,0.0
2023-06-01,272,0.0
2023-06-01,273,0.0
2023-06-01,274,0.0
2023-06-01,275,0.0
2023-06-01,276,13.93
2023-06-01,277,0.0
2023-06-01,278,0.0
2023-06-01,279,0.0
2023-06-01,280,24.38
2023-06-01,281,0.0
2023-06-01,282,9.45
2023-06-01,283,16.74
2023-06-01,284,0.0
2023-06-01,285,23.31
2023-06-01,286,0.0
2023-06-01,287,35.91
2023-06-01,288,20.58
2023-06-01,289,0.0
2023-06-01,290,0.0
2023-06-01,291,0.0
2023-06-01,292,0.0
2023-06-01,293,13.03
2023-06-01,294,0.0
2023-06-01,295,0.0
2023-06-01,296,1.8
2023-06-01,297,0.0
2023-06-01,298,0.0
2023-06-01,299,0.0
2023-06-01,300,0.0
2023-06-01,301,0.0
2023-06-01,302,7.03
2023-06-01,303,0.0
2023-06-01,304,0.0
2023-06-01,305,24.67
2023-06-01,306,21.09
2023-06-01,307,16.51
2023-06-01,308,0.0
2023-06-01,309,0.0
2023-06-01,310,0.0
2023-06-01,311,29.84
2023-06-01,312,0.0
2023-06-01,313,0.0
2023-06-01,314,0.0
2023-06-01,315,0.0
2023-06-01,316,0.0
2023-06-01,317,21.27
2023-06-01,318,0.0
2023-06-01,319,0.0
2023-06-01,320,4.92
2023-06-01,321,0.0
2023-06-01,322,0.0
2023-06-01,323,0.0
2023-06-01,324,0.0
2023-06-01,325,23.7
2023-06-01,326,0.0
2023-06-01,327,35.12
2023-06-01,328,5.8
2023-06-01,329,6.97
2023-06-01,330,0.0
2023-06-01,331,0.0
2023-06-01,332,0.0
2023-06-01,333,0.0
2023-06-01,334,4.6
2023-06-01,335,8.61
2023-06-01,336,0.0
2023-06-01,337,0.0
2023-06-01,338,8.41
2023-06-01,339,0.0
2023-06-01,340,0.0
2023-06-01,341,0.0
2023-06-01,342,0.0
2023-06-01,343,0.0
2023-06-01,344,0.0
2023-06-01,345,0.0
2023-06-01,346,0.0
2023-06-01,347,0.0
2023-06-01,348,0.0
2023-06-01,349,0.0
2023-06-01,350,14.28
2023-06-01,351,0.0
2023-06-01,352,0.0
2023-06-01,353,19.63
2023-06-01,354,0.0
2023-06-01,355,0.0
2023-06-01,356,4.76
2023-06-01,357,18.62
2023-06-01,358,0.0
2023-06-01,359,0.0
2023-06-01,360,6.85
2023-06-01,361,17.24
2023-06-01,362,0.0
2023-06-01,363,0.0
2023-06-01,364,0.0
2023-06-01,365,0.0
2023-06-01,366,0.0
2023-06-01,367,0.0
2023-06-01,368,0.0
2023-06-01,369,0.0
2023-06-01,370,0.0
2023-06-01,371,12.31
2023-06-01,372,0.0
2023-06-01,373,0.0
2023-06-01,374,5.34
2023-06-01,375,0.0
2023-06-01,376,10.89
2023-06-01,377,0.0
2023-06-01,378,0.0
2023-06-01,379,9.27
2023-06-01,380,0.0
2023-06-01,381,0.0
2023-06-01,382,33.29
2023-06-01,383,76.83
2023-06-01,384,7.72
2023-06-01,385,0.0
2023-06-01,386,0.0
2023-06-01,387,7.96
2023-06-01,388,0.0
2023-06-01,389,21.88
2023-06-01,390,0.0
2023-06-01,391,0.0
2023-06-01,392,0.0
2023-06-01,393,0.0
2023-06-01,394,0.0
2023-06-01,395,0.0
2023-06-01,396,0.0
2023-06-01,397,0.0
2023-06-01,398,0.0
2023-06-01,399,23.46
2023-06-01,400,0.0
2023-06-01,401,3.26
2023-06-01,402,0.0
2023-06-01,403,0.0
2023-06-01,404,0.0
2023-06-01,405,0.0
2023-06-01,406,0.0
2023-06-01,407,0.0
2023-06-01,408,0.0
2023-06-01,409,0.0
2023-06-01,410,26.67
2023-06-01,411,20.41
2023-06-01,412,0.0
2023-06-01,413,0.0
2023-06-01,414,0.0
2023-06-01,415,0.0
2023-06-01,416,17.75
2023-06-01,417,0.0
2023-06-01,418,0.0
2023-06-01,419,15.2
2023-06-01,420,32.49
2023-06-01,421,6.8
2023-06-01,422,0.0
2023-06-01,423,0.0
2023-06-01,424,0.0
2023-06-01,425,0.0
2023-06-01,426,33.39
2023-06-01,427,0.0
2023-06-01,428,0.0
2023-06-01,429,24.84
2023-06-01,430,0.0
2023-06-01,431,21.88
2023-06-01,432,0.0
2023-06-01,433,0.0
2023-06-01,434,0.0
2023-06-01,435,0.0
2023-06-01,436,0.0
2023-06-01,437,0.0
2023-06-01,438,0.0
2023-06-01,439,0.0
2023-06-01,440,0.0
2023-06-01,441,0.0
2023-06-01,442,0.0
2023-06-01,443,5.18
2023-06-01,444,0.0
2023-06-01,445,11.87
2023-06-01,446,0.0
2023-06-01,447,0.0
2023-06-01,448,0.0
2023-06-01,449,0.0
2023-06-01,450,25.2
2023-06-01,451,0.0
2023-06-01,452,2.74
2023-06-01,453,10.74
2023-06-01,454,0.93
2023-06-01,455,17.64
2023-06-01,456,0.0
2023-06-01,457,0.0
2023-06-01,458,7.44
2023-06-01,459,0.0
2023-06-01,460,24.61
2023-06-01,461,0.0
2023-06-01,462,46.55
2023-06-01,463,0.0
2023-06-01,464,0.0
2023-06-01,465,0.0
2023-06-01,466,0.0
2023-06-01,467,3.19
2023-06-01,468,0.0
2023-06-01,469,0.0
2023-06-01,470,55.68
2023-06-01,471,0.0
2023-06-01,472,22.68
2023-06-01,473,46.17
2023-06-01,474,0.0
2023-06-01,475,20.5
2023-06-01,476,0.0
2023-06-01,477,0.0
2023-06-01,478,24.13
2023-06-01,479,0.0
2023-06-01,480,0.0
2023-06-01,481,0.0
2023-06-01,482,0.0
2023-06-01,483,0.0
2023-06-01,484,2.85
2023-06-01,485,22.79
2023-06-01,486,0.0
2023-06-01,487,0.0
2023-06-01,488,0.0
2023-06-01,489,0.0
2023-06-01,490,0.0
2023-06-01,491,0.0
2023-06-01,492,5.35
2023-06-01,493,0.0
2023-06-01,494,0.0
2023-06-01,495,0.0
2023-06-01,496,0.0
2023-06-01,497,0.0
2023-06-01,498,4.92
2023-06-01,499,0.0
2023-06-01,500,20.26
2023-06-01,501,12.95
2023-06-01,502,0.0
2023-06-01,503,0.0
2023-06-01,504,0.0
2023-06-01,505,1.44
2023-06-01,506,0.0
2023-06-01,507,0.0
2023-06-01,508,0.0
2023-06-01,509,7.16
2023-06-01,510,0.0
2023-06-01,511,0.0
2023-06-01,512,0.0
2023-06-01,513,0.0
2023-06-01,514,0.0
2023-06-01,515,20.04
2023-06-01,516,0.0
2023-06-01,517,0.0
2023-06-01,518,0.0
2023-06-01,519,34.64
2023-06-01,520,0.0
2023-06-01,521,14.63
2023-06-01,522,0.0
2023-06-01,523,0.0
2023-06-01,524,10.31
2023-06-01,525,0.0
2023-06-01,526,0.0
2023-06-01,527,0.0
2023-06-01,528,0.0
2023-06-01,529,0.0
2023-06-01,530,0.0
2023-06-01,531,0.0
2023-06-01,532,8.96
2023-06-01,533,0.0
2023-06-01,534,43.47
2023-06-01,535,10.99
2023-06-01,536,0.0
2023-06-01,537,30.66
2023-06-01,538,0.0
2023-06-01,539,0.0
2023-06-01,540,22.86
2023-06-01,541,0.0
2023-06-01,542,0.0
2023-06-01,543,8.97
2023-06-01,544,0.0
2023-06-01,545,0.0
2023-06-01,546,0.0
2023-06-01,547,14.87
2023-06-01,548,0.0
2023-06-01,549,0.0
2023-06-01,550,0.0
2023-06-01,551,0.0
2023-06-01,552,0.0
2023-06-01,553,0.0
2023-06-01,554,5.1
2023-06-01,555,0.0
2023-06-01,556,3.46
2023-06-01,557,0.0
2023-06-01,558,22.11
2023-06-01,559,0.0
2023-06-01,560,3.24
2023-06-01,561,0.0
2023-06-01,562,0.0
2023-06-01,563,0.0
2023-06-01,564,0.0
2023-06-01,565,0.0
2023-06-01,566,15.15
2023-06-01,567,0.0
2023-06-01,568,18.32
2023-06-01,569,0.0
2023-06-01,570,19.31
2023-06-01,571,0.0
2023-06-01,572,0.0
2023-06-01,573,0.0
2023-06-01,574,15.09
2023-06-01,575,0.0
2023-06-01,576,0.0
2023-06-01,577,0.0
2023-06-01,578,0.0
2023-06-01,579,0.0
2023-06-01,580,28.25
2023-06-01,581,0.0
2023-06-01,582,0.0
2023-06-01,583,2.24
2023-06-01,584,6.13
2023-06-01,585,0.0
2023-06-01,586,0.0
2023-06-01,587,49.31
2023-06-01,588,0.0
2023-06-01,589,11.76
2023-06-01,590,0.0
2023-06-01,591,0.0
2023-06-01,592,27.25
2023-06-01,593,0.0
2023-06-01,594,18.61
2023-06-01,595,0.0
2023-06-01,596,0.0
2023-06-01,597,0.0
2023-06-01,598,0.0
2023-06-01,599,76.17
2023-06-01,600,9.28
2023-06-01,601,20.03
2023-06-01,602,5.08
2023-06-01,603,0.0
2023-06-01,604,0.0
2023-06-01,605,0.0
2023-06-01,606,0.0
2023-06-01,607,0.0
2023-06-01,608,0.0
2023-06-01,609,4.05
2023-06-01,610,0.0
2023-06-01,611,0.0
2023-06-01,612,0.0
2023-06-01,613,8.31
2023-06-01,614,35.34
2023-06-01,615,0.0
2023-06-01,616,0.0
2023-06-01,617,0.0
2023-06-01,618,26.49
2023-06-01,619,0.0
2023-06-01,620,0.0
2023-06-01,621,15.49
2023-06-01,622,21.93
2023-06-01,623,0.0
2023-06-01,624,11.25
2023-06-01,625,0.0
2023-06-01,626,7.06
2023-06-01,627,0.0
2023-06-01,628,0.0
2023-06-01,629,55.28
2023-06-01,630,0.0
2023-06-01,631,37.52
2023-06-01,632,0.0
2023-06-01,633,0.0
2023-06-01,634,20.62
2023-06-01,635,0.0
2023-06-01,636,0.0
2023-06-01,637,18.99
2023-06-01,638,0.0
2023-06-01,639,3.34
2023-06-01,640,0.0
2023-06-01,641,6.0
2023-06-01,642,0.0
2023-06-01,643,0.0
2023-06-01,644,28.43
2023-06-01,645,18.28
2023-06-01,646,26.52
2023-06-01,647,0.0
2023-06-01,648,0.0
2023-06-01,649,0.0
2023-06-01,650,0.0
2023-06-01,651,0.0
2023-06-01,652,0.0
2023-06-01,653,0.0
2023-06-01,654,20.55
2023-06-01,655,26.42
2023-06-01,656,9.07
2023-06-01,657,0.0
2023-06-01,658,0.0
2023-06-01,659,36.85
2023-06-01,660,38.15
2023-06-01,661,49.5
2023-06-01,662,0.0
2023-06-01,663,0.0
2023-06-01,664,7.37
2023-06-01,665,3.98
2023-06-01,666,0.0
2023-06-01,667,0.0
2023-06-01,668,0.0
2023-06-01,669,0.0
2023-06-01,670,0.0
2023-06-01,671,0.0
2023-06-01,672,0.0
2023-06-01,673,0.0
2023-06-01,674,0.0
2023-06-01,675,0.0
2023-06-01,676,0.0
2023-06-01,677,6.69
2023-06-01,678,15.49
2023-06-01,679,31.24
2023-06-01,680,37.09
2023-06-01,681,0.0
2023-06-01,682,8.21
2023-06-01,683,0.0
2023-06-01,684,0.0
2023-06-01,685,9.7
2023-06-01,686,0.0
2023-06-01,687,0.0
2023-06-01,688,0.0
2023-06-01,689,53.73
2023-06-01,690,0.0
2023-06-01,691,0.0
2023-06-01,692,0.0
2023-06-01,693,3.62
2023-06-01,694,0.0
2023-06-01,695,0.0
2023-06-01,696,0.0
2023-06-01,697,0.0
2023-06-01,698,0.0
2023-06-01,699,0.0
2023-06-01,700,0.0
2023-06-01,701,0.0
2023-06-01,702,9.37
2023-06-01,703,0.0
2023-06-01,704,12.9
2023-06-01,705,0.0
2023-06-01,706,0.0
2023-06-01,707,37.08
2023-06-01,708,0.0
2023-06-01,709,13.78
2023-06-01,710,6.39
2023-06-01,711,0.0
2023-06-01,712,10.11
2023-06-01,713,0.0
2023-06-01,714,20.62
2023-06-01,715,0.0
2023-06-01,716,19.96
2023-06-01,717,0.0
2023-06-01,718,0.0
2023-06-01,719,9.99
2023-06-01,720,0.0
2023-06-01,721,0.0
2023-06-01,722,37.43
2023-06-01,723,30.56
2023-06-01,724,0.0
2023-06-01,725,2.92
2023-06-01,726,0.0
2023-06-01,727,0.0
2023-06-01,728,0.0
2023-06-01,729,0.0
2023-06-01,730,0.0
2023-06-01,731,0.0
2023-06-01,732,0.0
2023-06-01,733,0.0
2023-06-01,734,0.0
2023-06-01,735,0.0
2023-06-01,736,9.77
2023-06-01,737,0.0
2023-06-01,738,0.0
2023-06-01,739,0.0
2023-06-01,740,0.0
2023-06-01,741,0.0
2023-06-01,742,0.0
2023-06-01,743,8.1
2023-06-01,744,0.0
2023-06-01,745,0.0
2023-06-01,746,0.0
2023-06-01,747,13.02
2023-06-01,748,0.0
2023-06-01,749,0.0
2023-06-01,750,0.0
2023-06-01,751,0.0
2023-06-01,752,0.0
2023-06-01,753,20.11
2023-06-01,754,0.0
2023-06-01,755,0.0
2023-06-01,756,0.0
2023-06-01,757,0.0
2023-06-01,758,0.0
2023-06-01,759,12.18
2023-06-01,760,4.92
2023-06-01,761,0.0
2023-06-01,762,0.0
2023-06-01,763,26.0
2023-06-01,764,0.0
2023-06-01,765,0.0
2023-06-01,766,0.0
2023-06-01,767,0.0
2023-06-01,768,0.0
2023-06-01,769,0.0
2023-06-01,770,13.02
2023-06-01,771,0.0
2023-06-01,772,14.52
2023-06-01,773,0.0
2023-06-01,774,0.0
2023-06-01,775,0.0
2023-06-01,776,0.0
2023-06-01,777,0.0
2023-06-01,778,0.0
2023-06-01,779,85.96
2023-06-01,780,23.26
2023-06-01,781,0.0
2023-06-01,782,0.0
2023-06-01,783,13.62
2023-06-01,784,0.0
2023-06-01,785,0.0
2023-06-01,786,0.0
2023-06-01,787,0.0
2023-06-01,788,40.13
2023-06-01,789,0.0
2023-06-01,790,11.77
2023-06-01,791,0.0
2023-06-01,792,0.0
2023-06-01,793,0.0
2023-06-01,794,7.58
2023-06-01,795,0.0
2023-06-01,796,0.0
2023-06-01,797,0.0
2023-06-01,798,0.0
2023-06-01,799,13.69
2023-06-01,800,0.0
2023-06-01,801,0.0
2023-06-01,802,0.0
2023-06-01,803,0.0
2023-06-01,804,0.0
2023-06-01,805,0.0
2023-06-01,806,8.38
2023-06-01,807,25.66
2023-06-01,808,0.0
2023-06-01,809,11.46
2023-06-01,810,0.0
2023-06-01,811,14.53
2023-06-01,812,0.0
2023-06-01,813,0.0
2023-06-01,814,0.0
2023-06-01,815,0.0
2023-06-01,816,0.0
2023-06-01,817,0.0
2023-06-01,818,49.17
2023-06-01,819,0.0
2023-06-01,820,0.0
2023-06-01,821,0.0
2023-06-01,822,0.0
2023-06-01,823,0.0
2023-06-01,824,0.0
2023-06-01,825,0.0
2023-06-01,826,15.51
2023-06-01,827,0.0
2023-06-01,828,0.0
2023-06-01,829,0.0
2023-06-01,830,0.0
2023-06-01,831,0.0
2023-06-01,832,0.0
2023-06-01,833,0.0
2023-06-01,834,0.0
2023-06-01,835,9.03
2023-06-01,836,0.0
2023-06-01,837,26.32
2023-06-01,838,0.0
2023-06-01,839,0.0
2023-06-01,840,0.0
2023-06-01,841,0.0
2023-06-01,842,0.0
2023-06-01,843,0.0
2023-06-01,844,0.0
2023-06-01,845,0.0
2023-06-01,846,0.0
2023-06-01,847,0.0
2023-06-01,848,0.0
2023-06-01,849,0.0
2023-06-01,850,0.0
2023-06-01,851,0.0
2023-06-01,852,0.0
2023-06-01,853,0.0
2023-06-01,854,14.96
2023-06-01,855,0.0
2023-06-01,856,0.0
2023-06-01,857,0.0
2023-06-01,858,5.55
2023-06-01,859,0.0
2023-06-01,860,0.0
2023-06-01,861,0.0
2023-06-01,862,8.58
2023-06-01,863,41.57
2023-06-01,864,0.0
2023-06-01,865,0.0
2023-06-01,866,15.14
2023-06-01,867,0.0
2023-06-01,868,0.0
2023-06-01,869,24.08
2023-06-01,870,0.0
2023-06-01,871,0.0
2023-06-01,872,0.0
2023-06-01,873,0.0
2023-06-01,874,0.0
2023-06-01,875,0.0
2023-06-01,876,17.1
2023-06-01,877,0.0
2023-06-01,878,29.3
2023-06-01,879,0.0
2023-06-01,880,0.0
2023-06-01,881,0.0
2023-06-01,882,0.0
2023-06-01,883,0.0
2023-06-01,884,0.0
2023-06-01,885,0.0
2023-06-01,886,0.0
2023-06-01,887,0.0
2023-06-01,888,0.0
2023-06-01,889,0.0
2023-06-01,890,0.0
2023-06-01,891,45.74
2023-06-01,892,0.0
2023-06-01,893,53.1
2023-06-01,894,0.0
2023-06-01,895,0.0
2023-06-01,896,0.0
2023-06-01,897,32.65
2023-06-01,898,0.0
2023-06-01,899,0.0
2023-06-01,900,16.69
2023-06-01,901,0.0
2023-06-01,902,32.93
2023-06-01,903,0.0
2023-06-01,904,0.0
2023-06-01,905,0.0
2023-06-01,906,0.0
2023-06-01,907,0.0
2023-06-01,908,0.0
2023-06-01,909,0.0
2023-06-01,910,0.0
2023-06-01,911,8.47
2023-06-01,912,0.0
2023-06-01,913,0.0
2023-06-01,914,0.0
2023-06-01,915,35.88
2023-06-01,916,0.0
2023-06-01,917,0.0
2023-06-01,918,0.0
2023-06-01,919,0.0
2023-06-01,920,0.0
2023-06-01,921,47.99
2023-06-01,922,19.7
2023-06-01,923,0.0
2023-06-01,924,0.0
2023-06-01,925,16.54
2023-06-01,926,0.0
2023-06-01,927,0.0
2023-06-01,928,8.33
2023-06-01,929,0.0
2023-06-01,930,20.28
2023-06-01,931,7.29
2023-06-01,932,0.0
2023-06-01,933,2.13
2023-06-01,934,7.89
2023-06-01,935,0.0
2023-06-01,936,0.0
2023-06-01,937,0.0
2023-06-01,938,0.0
2023-06-01,939,0.0
2023-06-01,940,10.28
2023-06-01,941,0.0
2023-06-01,942,0.0
2023-06-01,943,0.0
2023-06-01,944,12.46
2023-06-01,945,0.0
2023-06-01,946,0.0
2023-06-01,947,0.0
2023-06-01,948,0.0
2023-06-01,949,0.0
2023-06-01,950,31.69
2023-06-01,951,20.25
2023-06-01,952,12.4
2023-06-01,953,13.59
2023-06-01,954,0.0
2023-06-01,955,0.0
2023-06-01,956,20.55
2023-06-01,957,0.0
2023-06-01,958,32.89
2023-06-01,959,0.0
2023-06-01,960,0.0
2023-06-01,961,0.0
2023-06-01,962,0.0
2023-06-01,963,39.48
2023-06-01,964,26.31
2023-06-01,965,50.15
2023-06-01,966,0.0
2023-06-01,967,0.0
2023-06-01,968,0.0
2023-06-01,969,0.0
2023-06-01,970,0.0
2023-06-01,971,25.01
2023-06-01,972,0.0
2023-06-01,973,0.0
2023-06-01,974,0.0
2023-06-01,975,0.0
2023-06-01,976,0.0
2023-06-01,977,18.04
2023-06-01,978,0.0
2023-06-01,979,3.41
2023-06-01,980,0.0
2023-06-01,981,17.31
2023-06-01,982,0.0
2023-06-01,983,0.0
2023-06-01,984,0.0
2023-06-01,985,0.0
2023-06-01,986,19.58
2023-06-01,987,0.0
2023-06-01,988,0.0
2023-06-01,989,0.0
2023-06-01,990,0.0
2023-06-01,991,0.0
2023-06-01,992,26.41
2023-06-01,993,0.0
2023-06-01,994,0.0
2023-06-01,995,0.0
2023-06-01,996,0.0
2023-06-01,997,69.05
2023-06-01,998,21.53
2023-06-01,999,0.0
2023-06-01,1000,0.0
2023-06-01,1001,0.0
2023-06-01,1002,0.0
2023-06-01,1003,0.0
2023-06-01,1004,10.39
2023-06-01,1005,0.0
2023-06-01,1006,0.0
2023-06-01,1007,0.0
2023-06-01,1008,0.0
2023-06-01,1009,23.13
2023-06-01,1010,19.25
2023-06-01,1011,0.0
2023-06-01,1012,0.0
2023-06-01,1013,0.0
2023-06-01,1014,20.57
2023-06-01,1015,3.03
2023-06-01,1016,22.64
2023-06-01,1017,0.0
2023-06-01,1018,29.56
2023-06-01,1019,0.0
2023-06-01,1020,0.0
2023-06-01,1021,0.0
2023-06-01,1022,0.0
2023-06-01,1023,32.44
2023-06-01,1024,0.0
2023-06-01,1025,22.12
2023-06-01,1026,27.77
2023-06-01,1027,0.0
2023-06-01,1028,0.0
2023-06-01,1029,0.0
2023-06-01,1030,0.0
2023-06-01,1031,6.63
2023-06-01,1032,0.0
2023-06-01,1033,39.31
2023-06-01,1034,0.0
2023-06-01,1035,1.61
2023-06-01,1036,7.17
2023-06-01,1037,7.24
2023-06-01,1038,0.0
2023-06-01,1039,0.0
2023-06-01,1040,0.0
2023-06-01,1041,0.0
2023-06-01,1042,0.0
2023-06-01,1043,13.88
2023-06-01,1044,2.7
2023-06-01,1045,0.0
2023-06-01,1046,15.1
2023-06-01,1047,0.0
2023-06-01,1048,0.0
2023-06-01,1049,24.97
2023-06-01,1050,0.0
2023-06-01,1051,11.79
2023-06-01,1052,0.0
2023-06-01,1053,11.77
2023-06-01,1054,36.83
2023-06-01,1055,9.95
2023-06-01,1056,0.0
2023-06-01,1057,0.0
2023-06-01,1058,0.0
2023-06-01,1059,0.0
2023-06-01,1060,37.2
2023-06-01,1061,0.0
2023-06-01,1062,0.0
2023-06-01,1063,0.0
2023-06-01,1064,0.0
2023-06-01,1065,8.19
2023-06-01,1066,0.0
2023-06-01,1067,0.0
2023-06-01,1068,0.0
