date,grid_id,WDP_wind_mean,WDP_vorticity,WDP_shear
2023-06-01,297,48.64,3.0221,24.93
2023-06-01,298,15.62,-8.702,14.84
2023-06-01,299,29.64,-7.0383,14.14
2023-06-01,300,23.44,1.9213,2.89
2023-06-01,301,44.19,-5.2806,15.99
2023-06-01,302,45.91,0.7115,1.77
2023-06-01,303,9.94,2.3238,25.6
2023-06-01,304,21.7,1.1636,9.22
2023-06-01,305,40.27,-4.0674,16.37
2023-06-01,306,45.34,-7.4538,3.08
2023-06-01,307,39.54,-11.0949,12.17
2023-06-01,308,34.52,-4.4592,3.58
2023-06-01,309,44.41,2.0446,14.1
2023-06-01,310,19.61,-0.485,27.38
2023-06-01,311,10.17,-0.034,8.68
2023-06-01,312,22.82,-3.4454,22.51
2023-06-01,313,8.33,1.1246,21.28
2023-06-01,314,39.18,7.4796,25.32
2023-06-01,315,13.05,-2.0162,0.43
2023-06-01,316,15.53,2.0279,13.13
2023-06-01,317,15.58,2.5266,4.99
2023-06-01,318,3.78,-4.0278,28.65
2023-06-01,319,5.11,2.905,23.6
2023-06-01,320,39.86,2.0733,8.15
2023-06-01,321,11.56,-7.5358,22.0
2023-06-01,322,24.26,0.8505,12.94
2023-06-01,323,17.21,-1.0578,13.11
2023-06-01,324,27.6,-1.3445,6.66
2023-06-01,325,1.48,1.8889,19.72
2023-06-01,326,32.5,-4.1088,13.78
2023-06-01,327,25.5,0.5436,8.96
2023-06-01,328,22.76,-0.4147,17.03
2023-06-01,329,30.7,3.8124,19.05
2023-06-01,330,12.43,1.3016,20.04
2023-06-01,331,31.88,-7.6013,14.52
2023-06-01,332,22.02,8.3437,19.51
2023-06-01,333,28.82,-6.6927,13.86
2023-06-01,334,6.62,3.1169,4.15
2023-06-01,335,31.84,1.0282,24.52
2023-06-01,336,28.46,-1.2731,6.39
2023-06-01,337,7.1,7.0129,6.81
2023-06-01,338,19.24,-0.2185,4.84
2023-06-01,339,1.93,-5.2778,28.32
2023-06-01,340,12.43,-5.1734,16.38
2023-06-01,341,29.98,2.5491,13.8
2023-06-01,342,33.39,1.2196,0.51
2023-06-01,343,41.07,8.2369,26.98
2023-06-01,344,45.15,-1.544,29.13
2023-06-01,345,32.22,0.5281,15.45
2023-06-01,346,6.65,0.9343,17.07
2023-06-01,347,41.57,5.1345,7.07
2023-06-01,348,15.6,-1.7469,7.01
2023-06-01,349,27.67,-3.9754,21.35
2023-06-01,350,41.04,-2.5914,11.58
2023-06-01,351,33.9,-0.45,16.61
2023-06-01,352,6.45,-3.2935,5.82
2023-06-01,353,9.72,-3.5063,22.74
2023-06-01,354,30.37,-1.8372,25.17
2023-06-01,355,28.2,-1.9567,16.17
2023-06-01,356,37.11,5.9701,15.99
2023-06-01,357,7.94,4.7574,19.58
2023-06-01,358,9.32,5.9716,7.42
2023-06-01,359,30.05,1.1769,13.39
2023-06-01,360,17.6,-2.2801,12.18
2023-06-01,361,47.16,-6.416,14.13
2023-06-01,362,16.92,-4.5775,4.22
2023-06-01,363,24.02,6.7683,20.56
2023-06-01,364,5.82,-1.8889,28.31
2023-06-01,365,30.1,-5.9741,10.97
2023-06-01,366,32.49,-3.7754,11.67
2023-06-01,367,32.69,-3.7024,28.46
2023-06-01,368,16.11,5.4285,14.7
2023-06-01,369,6.82,-2.1109,14.32
2023-06-01,370,5.43,5.3564,1.85
2023-06-01,371,40.66,3.2138,28.65
2023-06-01,372,18.97,-0.7855,25.72
2023-06-01,373,27.62,2.9185,19.26
2023-06-01,374,29.85,4.888,16.56
2023-06-01,375,16.08,-3.3698,17.73
2023-06-01,376,41.59,0.7107,2.15
2023-06-01,377,17.19,2.7781,8.41
2023-06-01,378,8.43,-8.2965,17.66
2023-06-01,379,2.03,-6.7924,27.22
2023-06-01,380,12.79,-1.7907,2.88
2023-06-01,381,17.54,4.0112,13.86
2023-06-01,382,15.71,0.0867,20.02
2023-06-01,383,39.94,0.5612,28.63
2023-06-01,384,11.9,2.3651,9.77
2023-06-01,385,17.61,-1.1361,11.31
2023-06-01,386,10.96,1.0806,17.77
2023-06-01,387,39.51,8.6475,9.79
2023-06-01,388,37.8,3.7786,22.21
2023-06-01,389,18.36,1.5101,28.6
2023-06-01,390,47.22,4.3612,13.59
2023-06-01,391,46.74,-3.2207,16.75
2023-06-01,392,37.99,5.3946,16.12
2023-06-01,393,11.87,2.1047,25.21
2023-06-01,394,22.68,4.3884,24.66
2023-06-01,395,38.77,0.8171,11.68
2023-06-01,396,22.15,-1.2488,19.47
2023-06-01,397,24.86,-2.5602,4.02
2023-06-01,398,40.23,10.355,14.09
2023-06-01,399,34.48,-0.599,25.96
2023-06-01,400,49.77,1.8349,5.88
2023-06-01,401,25.68,-0.8309,2.43
2023-06-01,402,3.75,2.7338,25.76
2023-06-01,403,10.32,-2.5279,6.42
2023-06-01,404,31.59,4.4572,14.75
2023-06-01,405,32.3,-3.8274,18.09
2023-06-01,406,29.79,0.9232,17.41
2023-06-01,407,8.34,4.3359,7.12
2023-06-01,408,12.63,0.4121,18.71
2023-06-01,409,10.27,-4.5153,18.57
2023-06-01,410,27.26,1.4668,28.03
2023-06-01,411,45.37,-0.2532,8.35
2023-06-01,412,33.35,-11.3945,20.16
2023-06-01,413,33.16,0.0259,13.72
2023-06-01,414,0.07,7.4371,8.74
2023-06-01,415,5.47,7.9464,21.37
2023-06-01,416,35.09,-7.0174,18.21
2023-06-01,417,4.63,-0.1013,17.79
2023-06-01,418,33.81,2.181,12.87
2023-06-01,419,10.71,5.8673,23.61
2023-06-01,420,17.39,-1.898,23.18
2023-06-01,421,24.25,0.5836,18.54
2023-06-01,422,20.07,0.3406,1.03
2023-06-01,423,23.91,-0.9153,25.51
2023-06-01,424,37.44,-0.0267,11.83
2023-06-01,425,26.54,8.4681,4.3
2023-06-01,426,22.51,-2.5117,22.13
2023-06-01,427,12.6,1.5116,10.21
2023-06-01,428,34.61,-0.9462,5.0
2023-06-01,429,33.65,-9.4739,2.8
2023-06-01,430,41.39,-1.6407,3.91
2023-06-01,431,18.91,-0.7908,11.1
2023-06-01,432,40.63,5.2049,29.82
2023-06-01,433,0.39,8.0285,9.48
2023-06-01,434,12.39,2.4814,25.0
2023-06-01,435,31.62,-5.5356,20.76
2023-06-01,436,16.22,9.1616,18.78
2023-06-01,437,1.55,1.5832,3.85
2023-06-01,438,35.03,-2.6163,13.15
2023-06-01,439,13.83,2.0529,25.75
2023-06-01,440,5.57,-6.3406,13.35
2023-06-01,441,42.23,4.2108,6.08
2023-06-01,442,33.63,1.9327,14.34
2023-06-01,443,1.71,-3.9725,10.25
2023-06-01,444,3.94,-1.0658,6.72
2023-06-01,445,18.35,-5.1042,12.68
2023-06-01,446,11.23,-7.2022,7.38
2023-06-01,447,22.68,-2.5774,11.06
2023-06-01,448,42.2,-4.2284,9.83
2023-06-01,449,24.16,0.9251,11.08
2023-06-01,450,30.88,4.241,27.16
2023-06-01,451,21.27,4.2858,9.82
2023-06-01,452,40.22,7.02,8.99
2023-06-01,453,34.24,-0.0983,5.97
2023-06-01,454,17.48,5.0687,26.62
2023-06-01,455,17.12,-8.8149,1.84
2023-06-01,456,41.62,2.9463,8.5
2023-06-01,457,11.7,-3.969,24.78
2023-06-01,458,33.3,3.7655,3.22
2023-06-01,459,47.42,0.1069,16.98
2023-06-01,460,11.82,-2.1197,16.68
2023-06-01,461,49.92,-1.2184,27.94
2023-06-01,462,29.74,-3.0991,17.44
2023-06-01,463,43.74,-4.3023,22.68
2023-06-01,464,26.01,2.7182,20.9
2023-06-01,465,44.67,3.2933,28.39
2023-06-01,466,0.36,-7.8128,28.78
2023-06-01,467,2.43,-2.0942,7.4
2023-06-01,468,49.31,0.7599,17.78
2023-06-01,469,36.25,-5.5626,14.67
2023-06-01,470,43.47,-2.9247,0.55
2023-06-01,471,33.26,-0.7744,19.02
2023-06-01,472,49.25,-2.2481,23.28
2023-06-01,473,44.63,-0.2787,26.73
2023-06-01,474,13.61,0.0012,20.44
2023-06-01,475,27.08,-5.6891,12.79
2023-06-01,476,2.45,-5.7881,21.41
2023-06-01,477,20.0,-7.2095,21.43
2023-06-01,478,39.24,-9.0866,6.79
2023-06-01,479,13.54,2.6604,22.34
2023-06-01,480,29.71,7.9075,3.85
2023-06-01,481,0.75,-8.6632,8.25
2023-06-01,482,25.43,0.9445,25.24
2023-06-01,483,4.46,-1.5753,22.34
2023-06-01,484,15.95,-10.9318,0.74
2023-06-01,485,47.99,0.8367,21.89
2023-06-01,486,40.16,0.2608,24.65
2023-06-01,487,5.75,-5.7463,5.92
2023-06-01,488,35.47,-4.3627,21.97
2023-06-01,489,43.87,4.6237,16.96
2023-06-01,490,22.5,-7.158,19.74
2023-06-01,491,33.53,2.3409,12.48
2023-06-01,492,35.48,-1.534,25.44
2023-06-01,493,2.94,-3.2404,6.63
2023-06-01,494,49.32,6.9462,20.1
2023-06-01,495,30.77,-0.3061,25.65
2023-06-01,496,11.21,-1.9787,20.33
2023-06-01,497,18.27,1.1671,24.08
2023-06-01,498,18.41,6.1332,22.3
2023-06-01,499,40.95,0.7461,25.72
2023-06-01,500,0.44,-5.9062,21.64
2023-06-01,501,16.05,10.3808,24.62
2023-06-01,502,26.52,-1.492,29.18
2023-06-01,503,46.85,-6.817,17.52
2023-06-01,504,38.2,2.9155,7.71
2023-06-01,505,41.62,-3.6933,1.75
2023-06-01,506,34.71,-5.9678,26.42
2023-06-01,507,3.5,-1.6573,18.79
2023-06-01,508,17.28,-8.232,27.38
2023-06-01,509,42.23,2.1692,18.88
2023-06-01,510,48.12,1.2918,19.09
2023-06-01,511,10.07,-0.1715,13.3
2023-06-01,512,1.06,-10.8644,25.83
2023-06-01,513,47.93,0.6224,3.14
2023-06-01,514,20.36,-1.6022,15.8
2023-06-01,515,19.29,4.417,27.42
2023-06-01,516,20.94,3.2996,27.66
2023-06-01,517,13.75,-7.9964,18.24
2023-06-01,518,23.89,-4.7607,10.04
2023-06-01,519,32.0,-0.7904,3.22
2023-06-01,520,48.06,5.8116,23.23
2023-06-01,521,46.06,-4.3726,20.21
2023-06-01,522,31.66,-5.0831,22.49
2023-06-01,523,10.47,0.6068,5.85
2023-06-01,524,20.74,-2.6347,18.36
2023-06-01,525,42.98,6.8083,4.44
2023-06-01,526,35.1,-2.0269,17.4
2023-06-01,527,46.12,-6.8035,14.29
2023-06-01,528,0.02,2.8258,12.92
2023-06-01,529,20.86,-3.4935,6.36
2023-06-01,530,8.76,4.1702,16.76
2023-06-01,531,49.11,-0.2959,18.95
2023-06-01,532,47.02,6.4351,13.93
2023-06-01,533,44.91,3.238,0.6
2023-06-01,534,35.55,3.9625,0.56
2023-06-01,535,20.69,4.962,24.82
2023-06-01,536,28.03,1.3208,28.1
2023-06-01,537,27.95,-5.4489,7.82
2023-06-01,538,35.67,0.8056,27.13
2023-06-01,539,10.49,-5.4558,14.76
2023-06-01,540,25.5,1.1731,16.99
2023-06-01,541,0.47,7.5736,25.38
2023-06-01,542,27.13,-6.1563,5.04
2023-06-01,543,14.66,4.1805,23.17
2023-06-01,544,23.41,-3.15,23.54
2023-06-01,545,10.44,-3.0957,19.5
2023-06-01,546,28.67,-3.1968,4.7
2023-06-01,547,23.96,-5.7892,10.9
2023-06-01,548,4.22,7.7654,21.98
2023-06-01,549,6.4,0.5635,4.56
2023-06-01,550,41.87,-2.6348,23.71
2023-06-01,551,10.88,5.7626,3.78
2023-06-01,552,28.53,-5.142,25.73
2023-06-01,553,3.91,-7.2911,4.14
2023-06-01,554,45.55,-1.8857,20.66
2023-06-01,555,46.72,10.0358,15.74
2023-06-01,556,27.9,3.9463,28.58
2023-06-01,557,22.7,-1.165,6.56
2023-06-01,558,16.24,-6.4314,17.08
2023-06-01,559,30.92,2.6258,5.31
2023-06-01,560,47.87,2.153,1.86
2023-06-01,561,21.16,-0.4926,6.03
2023-06-01,562,19.82,3.2609,2.37
2023-06-01,563,19.47,5.3087,7.99
2023-06-01,564,45.75,-2.501,3.08
2023-06-01,565,27.22,0.5001,22.16
2023-06-01,566,46.56,-6.1619,8.5
2023-06-01,567,44.51,10.9698,5.28
2023-06-01,568,45.49,5.6424,19.91
2023-06-01,569,2.91,-9.3545,14.69
2023-06-01,570,22.25,-5.0039,6.47
2023-06-01,571,46.07,-8.6451,0.23
2023-06-01,572,46.86,2.0778,1.07
2023-06-01,573,23.84,-2.7214,20.69
2023-06-01,574,31.8,-6.2885,24.42
2023-06-01,575,45.68,3.1432,0.15
2023-06-01,576,14.93,-12.5426,3.42
2023-06-01,577,44.02,1.467,8.37
2023-06-01,578,32.07,5.1228,11.71
2023-06-01,579,31.61,0.0269,22.83
2023-06-01,580,26.93,-3.2756,17.47
2023-06-01,581,27.25,6.1078,20.09
2023-06-01,582,17.92,0.3398,8.55
2023-06-01,583,25.8,-2.0304,20.04
2023-06-01,584,44.78,0.8582,21.69
2023-06-01,585,13.12,-2.3079,17.86
2023-06-01,586,26.87,-3.3516,4.46
2023-06-01,587,8.52,0.8531,22.81
2023-06-01,588,6.47,5.1645,13.49
2023-06-01,589,38.62,-0.7044,27.06
2023-06-01,590,31.37,3.221,17.28
2023-06-01,591,0.65,1.9971,10.84
2023-06-01,592,34.44,-2.6502,27.26
2023-06-01,593,41.74,7.269,12.0
2023-06-01,594,16.22,-5.1705,23.05
2023-06-01,595,45.62,-9.4908,27.4
2023-06-01,596,28.9,9.4685,23.58
2023-06-01,597,8.86,-9.5492,4.79
2023-06-01,598,7.52,-6.6472,11.22
2023-06-01,599,30.92,-2.7612,26.52
2023-06-01,600,43.22,-0.8874,29.63
2023-06-01,601,32.82,-1.4261,13.75
2023-06-01,602,9.81,5.3575,9.17
2023-06-01,603,4.15,4.0355,28.24
2023-06-01,604,47.63,-0.9929,23.61
2023-06-01,605,46.24,-1.1388,29.16
2023-06-01,606,26.91,-3.4667,22.91
2023-06-01,607,6.46,13.9493,26.19
2023-06-01,608,6.98,6.8757,10.75
2023-06-01,609,38.75,-4.9022,5.79
2023-06-01,610,14.83,5.4299,8.89
2023-06-01,611,12.81,-0.3965,11.04
2023-06-01,612,19.5,0.5916,12.16
2023-06-01,613,39.71,4.4575,10.05
2023-06-01,614,31.61,0.0197,0.8
2023-06-01,615,23.22,-5.451,3.62
2023-06-01,616,36.35,-4.2755,3.62
2023-06-01,617,42.71,-2.2091,9.34
2023-06-01,618,39.44,-2.2321,13.98
2023-06-01,619,43.22,-8.0068,9.61
2023-06-01,620,25.31,6.6786,19.4
2023-06-01,621,12.84,0.4629,12.35
